지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 06월,Unnamed: 5,2015년 07월,Unnamed: 7,2015년 08월,Unnamed: 9,2015년 09월,Unnamed: 11,2015년 10월,Unnamed: 13,2015년 11월,Unnamed: 15,2015년 12월,Unnamed: 17,2016년 01월,Unnamed: 19,2016년 02월,Unnamed: 21,2016년 03월,Unnamed: 23,2016년 04월,Unnamed: 25,2016년 05월,Unnamed: 27,2016년 06월,Unnamed: 29,2016년 07월,Unnamed: 31,2016년 08월,Unnamed: 33,2016년 09월,Unnamed: 35,2016년 10월,Unnamed: 37,2016년 11월,Unnamed: 39,2016년 12월,Unnamed: 41,2017년 01월,Unnamed: 43,2017년 02월,Unnamed: 45,2017년 03월,Unnamed: 47,2017년 04월,Unnamed: 49,2017년 05월,Unnamed: 51,2017년 06월,Unnamed: 53,2017년 07월,Unnamed: 55,2017년 08월,Unnamed: 57,2017년 09월,Unnamed: 59,2017년 10월,Unnamed: 61,2017년 11월,Unnamed: 63,2017년 12월,Unnamed: 65,2018년 01월,Unnamed: 67,2018년 02월,Unnamed: 69,2018년 03월,Unnamed: 71,2018년 04월,Unnamed: 73,2018년 05월,Unnamed: 75,2018년 06월,Unnamed: 77,2018년 07월,Unnamed: 79,2018년 08월,Unnamed: 81,2018년 09월,Unnamed: 83,2018년 10월,Unnamed: 85,2018년 11월,Unnamed: 87,2018년 12월,Unnamed: 89,2019년 01월,Unnamed: 91,2019년 02월,Unnamed: 93,2019년 03월,Unnamed: 95,2019년 04월,Unnamed: 97,2019년 05월,Unnamed: 99,2019년 06월,Unnamed: 101,2019년 07월,Unnamed: 103,2019년 08월,Unnamed: 105,2019년 09월,Unnamed: 107,2019년 10월,Unnamed: 109,2019년 11월,Unnamed: 111,2019년 12월,Unnamed: 113,2020년 01월,Unnamed: 115,2020년 02월,Unnamed: 117,2020년 03월,Unnamed: 119,2020년 04월,Unnamed: 121,2020년 05월,Unnamed: 123,2020년 06월,Unnamed: 125,2020년 07월,Unnamed: 127,2020년 08월,Unnamed: 129,2020년 09월,Unnamed: 131,2020년 10월,Unnamed: 133,2020년 11월,Unnamed: 135,2020년 12월,Unnamed: 137
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,동남구,,104.216,-,104.075,-0.14,104.166,0.09,104.139,-0.03,104.31,0.16,104.089,-0.21,104.107,0.02,104.149,0.04,104.12,-0.03,103.99,-0.13,103.433,-0.54,102.848,-0.57,102.705,-0.14,102.36,-0.34,102.26,-0.1,102.238,-0.02,102.105,-0.13,101.79,-0.31,101.775,-0.01,101.585,-0.19,101.554,-0.03,101.339,-0.21,101.01,-0.32,100.71,-0.3,100.347,-0.36,100.248,-0.1,100.394,0.15,100.398,0,100.387,-0.01,100,-0.39,99.985,-0.02,99.954,-0.03,99.832,-0.12,99.619,-0.21,99.547,-0.07,99.159,-0.39,98.926,-0.23,98.884,-0.04,98.817,-0.07,98.673,-0.15,98.703,0.03,98.685,-0.02,98.486,-0.2,98.309,-0.18,98.287,-0.02,98.224,-0.06,97.689,-0.55,97.702,0.01,97.644,-0.06,97.546,-0.1,96.823,-0.74,96.615,-0.21,96.636,0.02,96.398,-0.25,96.207,-0.2,96.047,-0.17,96.036,-0.01,96.014,-0.02,96.091,0.08,96.105,0.01,96.099,-0.01,96.174,0.08,96.413,0.25,96.31,-0.11,96.208,-0.11,96.068,-0.15,96.213,0.15
,,서북구,,102.845,-,102.864,0.02,102.871,0.01,102.917,0.04,102.921,0,102.765,-0.15,102.524,-0.23,102.405,-0.12,102.332,-0.07,102.239,-0.09,102.019,-0.22,101.874,-0.14,101.734,-0.14,101.654,-0.08,101.492,-0.16,101.448,-0.04,101.435,-0.01,101.43,-0.01,101.391,-0.04,101.351,-0.04,101.336,-0.01,101.166,-0.17,101.254,0.09,101.272,0.02,101.25,-0.02,101.278,0.03,100.67,-0.6,100.383,-0.28,100.229,-0.15,100,-0.23,99.955,-0.05,99.75,-0.2,99.584,-0.17,99.462,-0.12,99.324,-0.14,99.273,-0.05,99.311,0.04,99.339,0.03,99.232,-0.11,99.335,0.1,99.418,0.08,99.428,0.01,99.458,0.03,99.367,-0.09,99.271,-0.1,99.02,-0.25,98.888,-0.13,98.85,-0.04,98.632,-0.22,98.593,-0.04,98.632,0.04,98.559,-0.07,98.582,0.02,98.535,-0.05,98.527,-0.01,98.512,-0.01,98.47,-0.04,98.443,-0.03,98.439,0,98.47,0.03,98.475,0,98.681,0.21,98.954,0.28,99.395,0.45,100.041,0.65,100.146,0.11,100.795,0.65
,공주시,,,103.542,-,103.319,-0.22,103.283,-0.03,103.229,-0.05,103.048,-0.17,102.753,-0.29,102.438,-0.31,102.084,-0.34,102.126,0.04,102.008,-0.12,101.751,-0.25,101.292,-0.45,101.02,-0.27,100.729,-0.29,100.631,-0.1,100.574,-0.06,100.555,-0.02,100.541,-0.01,100.436,-0.1,100.492,0.06,100.438,-0.05,100.418,-0.02,100.305,-0.11,100.261,-0.04,100.217,-0.04,100.093,-0.12,100.111,0.02,100.006,-0.11,100.006,0,100,-0.01,100,0,100.033,0.03,100.05,0.02,100.059,0.01,100.046,-0.01,100.104,0.06,100.145,0.04,100.338,0.19,100.497,0.16,100.582,0.08,100.749,0.17,101.012,0.26,101.124,0.11,101.275,0.15,101.508,0.23,101.393,-0.11,101.373,-0.02,101.299,-0.07,101.277,-0.02,101.261,-0.02,101.264,0,101.264,0,101.264,0,101.264,0,101.264,0,101.267,0,101.218,-0.05,101.206,-0.01,101.185,-0.02,101.181,0,101.176,0,101.142,-0.03,100.952,-0.19,100.775,-0.18,100.695,-0.08,100.646,-0.05,100.531,-0.11
,보령시,,,100.357,-,100.824,0.47,100.766,-0.06,100.793,0.03,100.371,-0.42,100.135,-0.24,100.352,0.22,100.391,0.04,100.611,0.22,100.611,0,100.513,-0.1,100.609,0.09,100.354,-0.25,100.164,-0.19,100.111,-0.05,99.966,-0.15,99.273,-0.69,98.937,-0.34,98.487,-0.45,98.44,-0.05,98.44,0,98.507,0.07,98.727,0.22,98.918,0.19,99.128,0.21,99.25,0.12,99.53,0.28,99.768,0.24,99.896,0.13,100,0.1,100.004,0,100.058,0.05,100.06,0,100.099,0.04,100.212,0.11,100.11,-0.1,99.718,-0.39,99.427,-0.29,99.271,-0.16,99.048,-0.22,98.971,-0.08,98.971,0,98.854,-0.12,98.622,-0.23,98.333,-0.29,98.076,-0.26,97.677,-0.41,97.41,-0.27,97.168,-0.25,97.173,0.01,97.097,-0.08,97.036,-0.06,97.045,0.01,97.049,0,97.049,0,97.02,-0.03,97.024,0,97.062,0.04,97.06,0,97.06,0,96.918,-0.15,96.917,0,96.913,0,96.907,-0.01,96.907,0,96.9,-0.01,97.032,0.14
,아산시,,,101.976,-,101.969,-0.01,101.954,-0.01,102.271,0.31,102.273,0,102.222,-0.05,102.698,0.47,102.591,-0.1,102.377,-0.21,102.257,-0.12,102.229,-0.03,101.798,-0.42,101.704,-0.09,101.481,-0.22,101.421,-0.06,101.513,0.09,101.552,0.04,101.61,0.06,101.655,0.04,101.677,0.02,101.59,-0.09,101.721,0.13,101.601,-0.12,101.422,-0.18,101.167,-0.25,101.128,-0.04,100.583,-0.54,100.428,-0.15,100.414,-0.01,100,-0.41,99.936,-0.06,99.981,0.05,99.651,-0.33,99.56,-0.09,99.362,-0.2,99.3,-0.06,99.018,-0.28,98.945,-0.07,98.759,-0.19,98.809,0.05,98.65,-0.16,98.662,0.01,98.573,-0.09,98.558,-0.02,98.591,0.03,98.608,0.02,98.586,-0.02,98.579,-0.01,98.4,-0.18,98.38,-0.02,98.349,-0.03,98.41,0.06,98.551,0.14,98.56,0.01,98.53,-0.03,98.524,-0.01,98.566,0.04,98.549,-0.02,98.489,-0.06,98.523,0.03,98.535,0.01,98.501,-0.03,98.338,-0.17,98.239,-0.1,98.203,-0.04,98.468,0.27,98.41,-0.06
,서산시,,,101.293,-,101.375,0.08,101.343,-0.03,101.543,0.2,101.75,0.2,101.934,0.18,101.993,0.06,101.851,-0.14,101.863,0.01,101.87,0.01,101.703,-0.16,101.521,-0.18,101.478,-0.04,101.428,-0.05,101.177,-0.25,101.186,0.01,101.261,0.07,101.154,-0.11,101.204,0.05,101.25,0.05,101.231,-0.02,101.238,0.01,101.234,0,101.238,0,101.478,0.24,101.513,0.03,100.936,-0.57,100.252,-0.68,100.156,-0.1,100,-0.16,99.609,-0.39,99.598,-0.01,99.617,0.02,97.665,-1.96,97.385,-0.29,97.504,0.12,97.564,0.06,96.877,-0.7,97.027,0.15,97.105,0.08,97.18,0.08,97.1,-0.08,94.153,-3.04,93.234,-0.98,92.934,-0.32,92.855,-0.09,92.815,-0.04,92.546,-0.29,92.421,-0.13,92.412,-0.01,92.402,-0.01,92.407,0.01,92.28,-0.14,91.187,-1.18,90.144,-1.14,89.563,-0.64,89.239,-0.36,89.084,-0.17,89.085,0,89.085,0,88.992,-0.11,89.394,0.45,89.432,0.04,89.745,0.35,89.978,0.26,90.574,0.66,91.215,0.71
,논산시,,,104.116,-,104.041,-0.07,103.927,-0.11,103.607,-0.31,103.335,-0.26,103.407,0.07,102.864,-0.53,102.296,-0.55,101.797,-0.49,101.733,-0.06,101.396,-0.33,101.186,-0.21,100.898,-0.29,100.591,-0.3,100.377,-0.21,100.369,-0.01,100.296,-0.07,100.264,-0.03,100.242,-0.02,100.232,-0.01,100.222,-0.01,100.197,-0.03,100.178,-0.02,100.175,0,100.097,-0.08,100.089,-0.01,100.03,-0.06,99.964,-0.07,100.034,0.07,100,-0.03,99.992,-0.01,99.992,0,99.992,0,99.806,-0.19,99.797,-0.01,99.792,-0.01,99.88,0.09,99.241,-0.64,98.9,-0.34,98.661,-0.24,98.401,-0.26,98.302,-0.1,98.298,0,98.329,0.03,98.127,-0.21,97.852,-0.28,97.794,-0.06,97.567,-0.23,97.606,0.04,97.529,-0.08,97.564,0.04,97.653,0.09,97.667,0.01,97.726,0.06,97.741,0.02,97.753,0.01,97.677,-0.08,97.673,0,97.69,0.02,97.609,-0.08,97.606,0,97.578,-0.03,97.539,-0.04,97.517,-0.02,97.471,-0.05,97.44,-0.03,97.415,-0.03
,계룡시,,,101.605,-,101.218,-0.38,100.171,-1.03,99.268,-0.9,98.883,-0.39,98.792,-0.09,98.828,0.04,98.785,-0.04,98.766,-0.02,98.621,-0.15,98.558,-0.06,98.501,-0.06,98.603,0.1,98.606,0,98.652,0.05,98.652,0,98.72,0.07,98.841,0.12,99.096,0.26,99.491,0.4,99.48,-0.01,99.492,0.01,99.583,0.09,99.912,0.33,100.033,0.12,100.007,-0.03,100.023,0.02,100.017,-0.01,99.985,-0.03,100,0.01,99.979,-0.02,99.913,-0.07,99.625,-0.29,99.6,-0.03,99.59,-0.01,99.397,-0.19,99.384,-0.01,99.379,-0.01,99.338,-0.04,99.396,0.06,99.198,-0.2,99.779,0.59,99.814,0.04,99.867,0.05,99.664,-0.2,99.909,0.25,99.909,0,99.917,0.01,99.938,0.02,99.566,-0.37,99.602,0.04,99.589,-0.01,99.583,-0.01,99.582,0,99.565,-0.02,99.595,0.03,99.458,-0.14,99.6,0.14,99.618,0.02,99.607,-0.01,99.423,-0.18,99.354,-0.07,99.244,-0.11,99.22,-0.02,99.217,0,99.201,-0.02,99.184,-0.02
,홍성군,,,101.226,-,101.138,-0.09,101.116,-0.02,101.181,0.06,101.181,0,101.267,0.09,101.082,-0.18,100.904,-0.18,100.854,-0.05,100.716,-0.14,100.829,0.11,100.783,-0.05,100.621,-0.16,100.445,-0.18,100.426,-0.02,100.267,-0.16,100.004,-0.26,100.068,0.06,100.11,0.04,100.235,0.12,100.463,0.23,100.754,0.29,100.696,-0.06,100.654,-0.04,100.583,-0.07,100.349,-0.23,100.514,0.16,100.437,-0.08,100.361,-0.08,100,-0.36,100.022,0.02,100.076,0.05,100.058,-0.02,99.239,-0.82,99.264,0.03,99.351,0.09,99.39,0.04,99.38,-0.01,99.405,0.03,99.369,-0.04,99.402,0.03,99.409,0.01,99.408,0,99.391,-0.02,99.356,-0.04,99.339,-0.02,99.331,-0.01,99.322,-0.01,99.333,0.01,99.326,-0.01,99.306,-0.02,99.292,-0.01,99.261,-0.03,99.482,0.22,99.535,0.05,99.502,-0.03,99.474,-0.03,99.439,-0.04,99.198,-0.24,99.36,0.16,99.461,0.1,99.472,0.01,99.664,0.19,99.987,0.32,100.552,0.57,101.092,0.54,102.164,1.06
,예산군,,,104.715,-,105.091,0.36,105.009,-0.08,105.195,0.18,104.914,-0.27,104.989,0.07,104.881,-0.1,104.981,0.1,104.703,-0.26,104.775,0.07,104.505,-0.26,103.497,-0.96,102.001,-1.45,101.303,-0.68,100.582,-0.71,100.377,-0.2,100.48,0.1,100.531,0.05,100.469,-0.06,100.464,-0.01,100.509,0.05,100.47,-0.04,100.422,-0.05,100.618,0.2,100.327,-0.29,100.433,0.11,100.381,-0.05,100.278,-0.1,100.145,-0.13,100,-0.15,100.013,0.01,100.051,0.04,100.088,0.04,100.122,0.03,100.149,0.03,100.153,0,100.207,0.05,100.231,0.02,100.143,-0.09,100.044,-0.1,100.028,-0.02,100.041,0.01,100.041,0,100.041,0,100.043,0,100.04,0,100.037,0,100,-0.04,99.999,0,99.989,-0.01,100.022,0.03,100.001,-0.02,100,0,99.971,-0.03,99.963,-0.01,99.94,-0.02,100.03,0.09,100.024,-0.01,100.017,-0.01,100.009,-0.01,100.043,0.03,100.143,0.1,100.327,0.18,100.488,0.16,100.65,0.16,100.824,0.17,101.253,0.42
,당진시,,,101.881,-,101.812,-0.07,102.277,0.46,102.466,0.18,102.549,0.08,102.753,0.2,102.665,-0.09,102.612,-0.05,102.621,0.01,102.605,-0.02,102.63,0.02,102.586,-0.04,102.494,-0.09,102.451,-0.04,102.424,-0.03,102.398,-0.03,102.144,-0.25,101.825,-0.31,101.283,-0.53,101.203,-0.08,101.135,-0.07,101.092,-0.04,101.101,0.01,101.094,-0.01,100.615,-0.47,100.433,-0.18,100.157,-0.27,100.022,-0.13,100.009,-0.01,100,-0.01,100.003,0,99.978,-0.03,99.926,-0.05,99.68,-0.25,99.329,-0.35,98.862,-0.47,98.731,-0.13,98.771,0.04,98.686,-0.09,98.642,-0.04,98.287,-0.36,98.167,-0.12,97.929,-0.24,97.709,-0.22,97.35,-0.37,97.09,-0.27,97.078,-0.01,96.739,-0.35,96.433,-0.32,96.404,-0.03,96.105,-0.31,95.766,-0.35,95.492,-0.29,95.347,-0.15,95.299,-0.05,95.292,-0.01,95.206,-0.09,95.122,-0.09,95.046,-0.08,94.926,-0.13,94.875,-0.05,94.701,-0.18,94.724,0.02,94.82,0.1,95.177,0.38,95.228,0.05,95.571,0.36
전북,,,,100.105,-,100.029,-0.08,100.054,0.03,100.226,0.17,100.257,0.03,100.398,0.14,100.465,0.07,100.465,0,100.425,-0.04,100.485,0.06,100.528,0.04,100.497,-0.03,100.469,-0.03,100.413,-0.06,100.316,-0.1,100.279,-0.04,100.268,-0.01,100.336,0.07,100.367,0.03,100.356,-0.01,100.398,0.04,100.435,0.04,100.48,0.05,100.408,-0.07,100.342,-0.07,100.282,-0.06,100.216,-0.07,100.163,-0.05,100.06,-0.1,100,-0.06,99.972,-0.03,99.927,-0.05,99.892,-0.04,99.845,-0.05,99.839,-0.01,99.775,-0.06,99.757,-0.02,99.767,0.01,99.757,-0.01,99.71,-0.05,99.675,-0.03,99.634,-0.04,99.672,0.04,99.664,-0.01,99.651,-0.01,99.691,0.04,99.687,0,99.657,-0.03,99.677,0.02,99.637,-0.04,99.553,-0.08,99.588,0.04,99.557,-0.03,99.526,-0.03,99.489,-0.04,99.463,-0.03,99.494,0.03,99.525,0.03,99.485,-0.04,99.503,0.02,99.469,-0.03,99.378,-0.09,99.259,-0.12,99.122,-0.14,98.982,-0.14,98.835,-0.15,98.804,-0.03
,전주시,,,99.192,-,99.194,0,99.244,0.05,99.505,0.26,99.639,0.13,99.946,0.31,100.083,0.14,100.104,0.02,100.108,0,100.145,0.04,100.157,0.01,100.132,-0.02,100.225,0.09,100.198,-0.03,100.18,-0.02,100.149,-0.03,100.219,0.07,100.315,0.1,100.375,0.06,100.352,-0.02,100.423,0.07,100.472,0.05,100.519,0.05,100.394,-0.12,100.324,-0.07,100.256,-0.07,100.166,-0.09,100.119,-0.05,100.078,-0.04,100,-0.08,99.985,-0.02,100.002,0.02,99.946,-0.06,99.873,-0.07,99.872,0,99.817,-0.06,99.775,-0.04,99.849,0.07,99.855,0.01,99.819,-0.04,99.795,-0.02,99.743,-0.05,99.807,0.06,99.77,-0.04,99.823,0.05,99.946,0.12,99.961,0.02,99.947,-0.01,100.012,0.06,99.971,-0.04,99.861,-0.11,99.958,0.1,99.955,0,99.884,-0.07,99.816,-0.07,99.727,-0.09,99.781,0.05,99.865,0.08,99.824,-0.04,99.864,0.04,99.831,-0.03,99.717,-0.11,99.551,-0.17,99.386,-0.17,99.108,-0.28,98.854,-0.26,98.814,-0.04
,,완산구,,98.453,-,98.511,0.06,98.647,0.14,99.055,0.41,99.231,0.18,99.497,0.27,99.666,0.17,99.672,0.01,99.704,0.03,99.723,0.02,99.731,0.01,99.708,-0.02,99.797,0.09,99.752,-0.05,99.737,-0.01,99.716,-0.02,99.746,0.03,99.923,0.18,100.023,0.1,100.012,-0.01,100.09,0.08,100.204,0.11,100.314,0.11,100.216,-0.1,100.164,-0.05,100.108,-0.06,100.052,-0.06,100.039,-0.01,100.059,0.02,100,-0.06,99.987,-0.01,100.019,0.03,99.904,-0.11,99.79,-0.11,99.727,-0.06,99.623,-0.1,99.625,0,99.705,0.08,99.682,-0.02,99.635,-0.05,99.58,-0.05,99.52,-0.06,99.599,0.08,99.639,0.04,99.67,0.03,99.741,0.07,99.707,-0.03,99.564,-0.14,99.629,0.07,99.706,0.08,99.827,0.12,100.034,0.21,100.033,0,100.072,0.04,100.005,-0.07,99.836,-0.17,99.872,0.04,99.876,0,99.794,-0.08,99.763,-0.03,99.696,-0.07,99.581,-0.12,99.36,-0.22,99.242,-0.12,99.052,-0.19,98.897,-0.16,98.817,-0.08
,,덕진구,,100.159,-,100.087,-0.07,100.023,-0.06,100.092,0.07,100.171,0.08,100.531,0.36,100.626,0.09,100.668,0.04,100.636,-0.03,100.696,0.06,100.711,0.02,100.685,-0.03,100.783,0.1,100.781,0,100.758,-0.02,100.713,-0.04,100.836,0.12,100.825,-0.01,100.835,0.01,100.796,-0.04,100.856,0.06,100.821,-0.03,100.786,-0.03,100.625,-0.16,100.533,-0.09,100.448,-0.08,100.313,-0.13,100.223,-0.09,100.101,-0.12,100,-0.1,99.983,-0.02,99.981,0,100,0.02,99.978,-0.02,100.057,0.08,100.063,0.01,99.967,-0.1,100.033,0.07,100.075,0.04,100.052,-0.02,100.068,0.02,100.028,-0.04,100.073,0.05,99.942,-0.13,100.022,0.08,100.207,0.18,100.281,0.07,100.425,0.14,100.488,0.06,100.305,-0.18,99.917,-0.39,99.88,-0.04,99.876,0,99.674,-0.2,99.604,-0.07,99.605,0,99.678,0.07,99.852,0.17,99.857,0,99.978,0.12,99.982,0,99.869,-0.11,99.765,-0.1,99.548,-0.22,99.169,-0.38,98.806,-0.37,98.811,0
,군산시,,,102.643,-,102.138,-0.49,102.092,-0.04,102.092,0,101.88,-0.21,101.833,-0.05,101.813,-0.02,101.788,-0.03,101.6,-0.18,101.59,-0.01,101.63,0.04,101.66,0.03,101.342,-0.31,101.144,-0.2,101.071,-0.07,101.007,-0.06,100.866,-0.14,100.848,-0.02,100.86,0.01,100.851,-0.01,100.823,-0.03,100.857,0.03,100.85,-0.01,100.832,-0.02,100.789,-0.04,100.673,-0.12,100.593,-0.08,100.451,-0.14,100.137,-0.31,100,-0.14,99.943,-0.06,99.709,-0.23,99.692,-0.02,99.653,-0.04,99.64,-0.01,99.646,0.01,99.608,-0.04,99.505,-0.1,99.464,-0.04,99.373,-0.09,99.311,-0.06,99.258,-0.05,99.326,0.07,99.353,0.03,99.189,-0.17,99.115,-0.07,99.129,0.01,99.057,-0.07,99.089,0.03,98.969,-0.12,98.908,-0.06,98.879,-0.03,98.782,-0.1,98.794,0.01,98.767,-0.03,98.632,-0.14,98.656,0.02,98.602,-0.05,98.546,-0.06,98.523,-0.02,98.431,-0.09,98.437,0.01,98.328,-0.11,98.073,-0.26,98.003,-0.07,97.941,-0.06,97.886,-0.06
,익산시,,,99.792,-,99.81,0.02,99.849,0.04,100.056,0.21,100.139,0.08,100.129,-0.01,100.175,0.05,100.153,-0.02,100.084,-0.07,100.216,0.13,100.327,0.11,100.192,-0.13,100.206,0.01,100.177,-0.03,99.944,-0.23,99.882,-0.06,99.944,0.06,100.091,0.15,100.083,-0.01,100.111,0.03,100.137,0.03,100.184,0.05,100.22,0.04,100.13,-0.09,100.133,0,100.125,-0.01,100.128,0,100.091,-0.04,99.985,-0.11,100,0.02,99.967,-0.03,99.923,-0.04,99.902,-0.02,99.887,-0.01,99.87,-0.02,99.722,-0.15,99.7,-0.02,99.711,0.01,99.683,-0.03,99.66,-0.02,99.61,-0.05,99.584,-0.03,99.576,-0.01,99.569,-0.01,99.593,0.02,99.585,-0.01,99.537,-0.05,99.48,-0.06,99.397,-0.08,99.389,-0.01,99.4,0.01,99.409,0.01,99.403,-0.01,99.403,0,99.403,0,99.408,0.01,99.419,0.01,99.419,0,99.419,0,99.419,0,99.397,-0.02,99.281,-0.12,99.185,-0.1,99.142,-0.04,99.154,0.01,99.155,0,99.122,-0.03
,정읍시,,,100.223,-,100.412,0.19,100.442,0.03,100.446,0,100.438,-0.01,100.449,0.01,100.444,0,100.419,-0.03,100.419,0,100.465,0.05,100.634,0.17,100.623,-0.01,100.63,0.01,100.63,0,100.628,0,100.615,-0.01,100.052,-0.56,100.033,-0.02,100.136,0.1,100.196,0.06,100.237,0.04,100.218,-0.02,100.501,0.28,100.42,-0.08,100.287,-0.13,100.226,-0.06,100.149,-0.08,100.045,-0.1,100.003,-0.04,100,0,100,0,100.001,0,99.962,-0.04,99.905,-0.06,99.895,-0.01,99.731,-0.16,99.731,0,99.773,0.04,99.77,0,99.774,0,99.777,0,99.768,-0.01,99.759,-0.01,99.749,-0.01,99.752,0,99.749,0,99.741,-0.01,99.745,0,99.761,0.02,99.784,0.02,99.801,0.02,99.764,-0.04,99.749,-0.02,99.724,-0.03,99.718,-0.01,99.688,-0.03,99.698,0.01,99.698,0,99.694,0,99.702,0.01,99.742,0.04,99.611,-0.13,99.603,-0.01,99.607,0,99.608,0,99.608,0,99.718,0.11
,남원시,,,99.863,-,99.968,0.11,100.057,0.09,100.375,0.32,99.943,-0.43,99.603,-0.34,99.547,-0.06,99.547,0,98.954,-0.6,99.243,0.29,99.233,-0.01,99.257,0.02,99.253,0,99.242,-0.01,99.4,0.16,99.495,0.09,99.701,0.21,100.201,0.5,100.062,-0.14,99.825,-0.24,100.004,0.18,100.054,0.05,100.06,0.01,99.966,-0.09,100.108,0.14,100.088,-0.02,100.039,-0.05,100.154,0.11,100.08,-0.07,100,-0.08,99.988,-0.01,99.988,0,99.879,-0.11,99.844,-0.04,99.812,-0.03,99.661,-0.15,99.661,0,99.606,-0.06,99.599,-0.01,99.544,-0.06,99.456,-0.09,99.438,-0.02,99.398,-0.04,99.608,0.21,99.599,-0.01,99.571,-0.03,99.751,0.18,99.751,0,99.736,-0.01,99.736,0,99.555,-0.18,99.543,-0.01,99.544,0,99.527,-0.02,99.54,0.01,99.435,-0.1,99.575,0.14,99.648,0.07,99.675,0.03,99.73,0.06,99.755,0.03,99.755,0,99.648,-0.11,99.522,-0.13,99.594,0.07,99.554,-0.04,99.55,0
,김제시,,,100.899,-,100.89,-0.01,100.871,-0.02,100.859,-0.01,100.811,-0.05,100.769,-0.04,100.75,-0.02,100.754,0,100.752,0,100.75,0,100.742,-0.01,100.724,-0.02,100.716,-0.01,100.714,0,100.684,-0.03,100.695,0.01,100.503,-0.19,100.3,-0.2,100.287,-0.01,100.268,-0.02,100.239,-0.03,100.361,0.12,100.323,-0.04,100.376,0.05,100.084,-0.29,100.063,-0.02,100.029,-0.03,100.025,0,100.024,0,100,-0.02,100,0,100.004,0,100.136,0.13,100.167,0.03,100.216,0.05,100.241,0.02,100.249,0.01,100.3,0.05,100.314,0.01,100.34,0.03,100.328,-0.01,100.29,-0.04,100.193,-0.1,100.185,-0.01,100.162,-0.02,100.158,0,100.142,-0.02,100.142,0,100.132,-0.01,100.157,0.03,100.172,0.01,100.172,0,100.173,0,100.167,-0.01,100.167,0,100.145,-0.02,100.145,0,100.145,0,100.145,0,100.145,0,100.145,0,100.127,-0.02,100.121,-0.01,100.103,-0.02,100.075,-0.03,100.039,-0.04,100.061,0.02
전남,,,,101.95,-,101.895,-0.05,101.806,-0.09,101.724,-0.08,101.573,-0.15,101.453,-0.12,101.365,-0.09,101.292,-0.07,101.268,-0.02,101.297,0.03,101.203,-0.09,101.214,0.01,101.151,-0.06,101.133,-0.02,101.056,-0.08,101.021,-0.03,100.903,-0.12,100.842,-0.06,100.744,-0.1,100.698,-0.05,100.658,-0.04,100.548,-0.11,100.495,-0.05,100.27,-0.22,100.256,-0.01,100.181,-0.07,100.109,-0.07,100.047,-0.06,100.021,-0.03,100,-0.02,99.933,-0.07,99.911,-0.02,99.857,-0.05,99.761,-0.1,99.73,-0.03,99.66,-0.07,99.438,-0.22,99.35,-0.09,99.316,-0.03,99.232,-0.08,99.159,-0.07,99.164,0,99.127,-0.04,99.165,0.04,99.157,-0.01,99.16,0,99.196,0.04,99.219,0.02,99.237,0.02,99.257,0.02,99.234,-0.02,99.223,-0.01,99.196,-0.03,99.2,0,99.209,0.01,99.214,0.01,99.222,0.01,99.228,0.01,99.234,0.01,99.228,-0.01,99.224,0,99.229,0.01,99.375,0.15,99.433,0.06,99.411,-0.02,99.484,0.07,99.676,0.19
