지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 06월,Unnamed: 5,2015년 07월,Unnamed: 7,2015년 08월,Unnamed: 9,2015년 09월,Unnamed: 11,2015년 10월,Unnamed: 13,2015년 11월,Unnamed: 15,2015년 12월,Unnamed: 17,2016년 01월,Unnamed: 19,2016년 02월,Unnamed: 21,2016년 03월,Unnamed: 23,2016년 04월,Unnamed: 25,2016년 05월,Unnamed: 27,2016년 06월,Unnamed: 29,2016년 07월,Unnamed: 31,2016년 08월,Unnamed: 33,2016년 09월,Unnamed: 35,2016년 10월,Unnamed: 37,2016년 11월,Unnamed: 39,2016년 12월,Unnamed: 41,2017년 01월,Unnamed: 43,2017년 02월,Unnamed: 45,2017년 03월,Unnamed: 47,2017년 04월,Unnamed: 49,2017년 05월,Unnamed: 51,2017년 06월,Unnamed: 53,2017년 07월,Unnamed: 55,2017년 08월,Unnamed: 57,2017년 09월,Unnamed: 59,2017년 10월,Unnamed: 61,2017년 11월,Unnamed: 63,2017년 12월,Unnamed: 65,2018년 01월,Unnamed: 67,2018년 02월,Unnamed: 69,2018년 03월,Unnamed: 71,2018년 04월,Unnamed: 73,2018년 05월,Unnamed: 75,2018년 06월,Unnamed: 77,2018년 07월,Unnamed: 79,2018년 08월,Unnamed: 81,2018년 09월,Unnamed: 83,2018년 10월,Unnamed: 85,2018년 11월,Unnamed: 87,2018년 12월,Unnamed: 89,2019년 01월,Unnamed: 91,2019년 02월,Unnamed: 93,2019년 03월,Unnamed: 95,2019년 04월,Unnamed: 97,2019년 05월,Unnamed: 99,2019년 06월,Unnamed: 101,2019년 07월,Unnamed: 103,2019년 08월,Unnamed: 105,2019년 09월,Unnamed: 107,2019년 10월,Unnamed: 109,2019년 11월,Unnamed: 111,2019년 12월,Unnamed: 113,2020년 01월,Unnamed: 115,2020년 02월,Unnamed: 117,2020년 03월,Unnamed: 119,2020년 04월,Unnamed: 121,2020년 05월,Unnamed: 123,2020년 06월,Unnamed: 125,2020년 07월,Unnamed: 127,2020년 08월,Unnamed: 129,2020년 09월,Unnamed: 131,2020년 10월,Unnamed: 133,2020년 11월,Unnamed: 135,2020년 12월,Unnamed: 137
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,구리시,,103.835,-,103.308,-0.51,103.041,-0.26,102.659,-0.37,101.862,-0.78,101.448,-0.41,100.796,-0.64,100.688,-0.11,100.601,-0.09,100.554,-0.05,100.483,-0.07,100.422,-0.06,100.465,0.04,100.444,-0.02,100.337,-0.11,100.285,-0.05,100.209,-0.08,100.13,-0.08,100.167,0.04,100.197,0.03,100.216,0.02,100.209,-0.01,100.204,-0.01,100.19,-0.01,100.176,-0.01,100.152,-0.02,100.127,-0.03,100.088,-0.04,100.056,-0.03,100,-0.06,99.995,0,100.01,0.02,100.135,0.13,100.11,-0.03,100.327,0.22,100.353,0.03,100.454,0.1,100.463,0.01,100.672,0.21,100.728,0.06,100.616,-0.11,100.649,0.03,100.605,-0.04,100.636,0.03,100.692,0.06,100.751,0.06,100.806,0.05,100.878,0.07,100.876,0,100.791,-0.08,100.798,0.01,100.834,0.04,100.936,0.1,100.98,0.04,100.853,-0.13,100.806,-0.05,100.726,-0.08,100.545,-0.18,100.075,-0.47,100.023,-0.05,99.826,-0.2,99.776,-0.05,99.409,-0.37,99.235,-0.18,99.193,-0.04,99.226,0.03,99.517,0.29
,,하남시,,101.905,-,101.883,-0.02,101.596,-0.28,101.553,-0.04,101.345,-0.2,101.162,-0.18,101.105,-0.06,101.106,0,101.05,-0.05,101.014,-0.04,100.993,-0.02,100.943,-0.05,101.063,0.12,101.084,0.02,101.224,0.14,100.952,-0.27,101.061,0.11,100.933,-0.13,100.885,-0.05,100.841,-0.04,100.734,-0.11,100.665,-0.07,100.56,-0.1,100.447,-0.11,100.315,-0.13,100.294,-0.02,100.162,-0.13,100.141,-0.02,100.071,-0.07,100,-0.07,99.987,-0.01,100.145,0.16,100.394,0.25,100.41,0.02,100.545,0.13,100.785,0.24,100.984,0.2,101.123,0.14,101.234,0.11,101.274,0.04,101.342,0.07,101.64,0.29,102.111,0.46,102.842,0.72,102.911,0.07,103.062,0.15,102.987,-0.07,102.712,-0.27,102.646,-0.06,102.66,0.01,102.019,-0.62,101.482,-0.53,100.48,-0.99,99.585,-0.89,99.039,-0.55,98.861,-0.18,99.02,0.16,98.775,-0.25,98.987,0.21,99.848,0.87,100.714,0.87,99.973,-0.74,100.555,0.58,102.011,1.45,102.941,0.91,103.361,0.41,103.91,0.53
,,광주시,,100.262,-,100.046,-0.22,99.905,-0.14,99.775,-0.13,99.672,-0.1,99.493,-0.18,99.316,-0.18,99.342,0.03,99.237,-0.11,99.144,-0.09,98.98,-0.17,98.947,-0.03,99.066,0.12,99.106,0.04,99.088,-0.02,99.091,0,99.243,0.15,99.353,0.11,99.295,-0.06,99.265,-0.03,99.242,-0.02,99.074,-0.17,98.976,-0.1,99.137,0.16,99.217,0.08,99.633,0.42,99.743,0.11,99.888,0.15,100.165,0.28,100,-0.17,99.644,-0.36,99.634,-0.01,99.66,0.03,99.72,0.06,99.298,-0.42,99.335,0.04,99.383,0.05,99.395,0.01,99.456,0.06,99.479,0.02,99.511,0.03,99.517,0.01,99.509,-0.01,99.491,-0.02,99.49,0,99.508,0.02,99.534,0.03,99.541,0.01,99.549,0.01,99.575,0.03,99.616,0.04,99.576,-0.04,99.508,-0.07,99.526,0.02,99.546,0.02,99.355,-0.19,99.347,-0.01,99.303,-0.04,99.268,-0.04,99.279,0.01,99.57,0.29,99.587,0.02,99.524,-0.06,99.636,0.11,99.673,0.04,99.742,0.07,100.18,0.44
,동부2권,,,100.865,-,100.718,-0.15,100.684,-0.03,100.604,-0.08,100.507,-0.1,100.435,-0.07,100.322,-0.11,100.215,-0.11,100.151,-0.06,100.143,-0.01,100.127,-0.02,100.074,-0.05,100.064,-0.01,100.058,-0.01,100.054,0,100.027,-0.03,100.064,0.04,100.134,0.07,100.115,-0.02,100.115,0,100.123,0.01,100.12,0,100.123,0,100.084,-0.04,100.082,0,100.009,-0.07,99.978,-0.03,99.989,0.01,99.993,0,100,0.01,99.999,0,99.994,-0.01,99.994,0,99.987,-0.01,99.699,-0.29,99.671,-0.03,99.656,-0.01,99.573,-0.08,99.534,-0.04,99.519,-0.01,99.529,0.01,99.476,-0.05,99.384,-0.09,99.261,-0.12,99.282,0.02,99.258,-0.02,99.188,-0.07,99.205,0.02,99.163,-0.04,99.15,-0.01,99.158,0.01,99.183,0.03,99.126,-0.06,99.153,0.03,99.177,0.02,99.253,0.08,99.27,0.02,99.295,0.03,99.327,0.03,99.317,-0.01,99.254,-0.06,99.26,0.01,99.265,0.01,99.262,0,99.255,-0.01,99.261,0.01,99.25,-0.01
,,이천시,,100.476,-,100.306,-0.17,100.219,-0.09,100.089,-0.13,100.031,-0.06,99.976,-0.06,99.808,-0.17,99.742,-0.07,99.726,-0.02,99.718,-0.01,99.749,0.03,99.753,0,99.762,0.01,99.763,0,99.762,0,99.766,0,99.815,0.05,99.946,0.13,99.984,0.04,99.986,0,99.998,0.01,100.008,0.01,100.039,0.03,100.062,0.02,100.085,0.02,100.038,-0.05,100.005,-0.03,99.995,-0.01,99.982,-0.01,100,0.02,100,0,99.989,-0.01,99.986,0,99.978,-0.01,99.898,-0.08,99.852,-0.05,99.841,-0.01,99.789,-0.05,99.803,0.01,99.793,-0.01,99.8,0.01,99.716,-0.08,99.688,-0.03,99.754,0.07,99.765,0.01,99.711,-0.05,99.565,-0.15,99.556,-0.01,99.482,-0.07,99.448,-0.03,99.454,0.01,99.482,0.03,99.376,-0.11,99.411,0.04,99.45,0.04,99.569,0.12,99.589,0.02,99.618,0.03,99.661,0.04,99.641,-0.02,99.541,-0.1,99.543,0,99.542,0,99.531,-0.01,99.514,-0.02,99.51,0,99.498,-0.01
,,여주시,,100.995,-,100.955,-0.04,101.025,0.07,101.03,0,100.972,-0.06,100.92,-0.05,100.887,-0.03,100.871,-0.02,100.67,-0.2,100.659,-0.01,100.622,-0.04,100.491,-0.13,100.434,-0.06,100.411,-0.02,100.396,-0.02,100.349,-0.05,100.308,-0.04,100.264,-0.04,100.104,-0.16,100.101,0,100.103,0,100.068,-0.03,100.032,-0.04,99.99,-0.04,99.958,-0.03,99.934,-0.02,99.926,-0.01,99.92,-0.01,100.018,0.1,100,-0.02,99.996,0,100.001,0,100.01,0.01,100.002,-0.01,100.015,0.01,100.015,0,100.013,0,100.026,0.01,100.029,0,100.005,-0.02,100.035,0.03,100.04,0,99.936,-0.1,99.305,-0.63,99.36,0.05,99.397,0.04,99.471,0.07,99.558,0.09,99.577,0.02,99.61,0.03,99.628,0.02,99.664,0.04,99.699,0.03,99.718,0.02,99.723,0,99.733,0.01,99.764,0.03,99.797,0.03,99.81,0.01,99.813,0,99.806,-0.01,99.815,0.01,99.832,0.02,99.852,0.02,99.868,0.02,99.897,0.03,99.886,-0.01
,경의권,,,101.574,-,101.189,-0.38,100.837,-0.35,100.507,-0.33,100.302,-0.2,100.223,-0.08,100.209,-0.01,100.171,-0.04,100.111,-0.06,100.084,-0.03,100,-0.08,99.938,-0.06,99.885,-0.05,99.857,-0.03,99.842,-0.02,99.845,0,99.934,0.09,100.009,0.07,99.988,-0.02,99.982,-0.01,100.012,0.03,100.013,0,100.027,0.01,99.996,-0.03,100.017,0.02,100.043,0.03,100.025,-0.02,100.014,-0.01,99.992,-0.02,100,0.01,100.029,0.03,100.019,-0.01,100.057,0.04,100.075,0.02,100.109,0.03,100.181,0.07,100.204,0.02,100.252,0.05,100.169,-0.08,99.692,-0.48,99.54,-0.15,99.523,-0.02,99.559,0.04,99.557,0,99.581,0.02,99.588,0.01,99.631,0.04,99.643,0.01,99.65,0.01,99.67,0.02,99.647,-0.02,99.627,-0.02,99.599,-0.03,99.582,-0.02,99.488,-0.1,99.444,-0.04,99.426,-0.02,99.42,-0.01,99.334,-0.09,99.317,-0.02,99.272,-0.04,99.21,-0.06,99.123,-0.09,99.061,-0.06,99.005,-0.06,98.874,-0.13,98.751,-0.12
,,김포시,,100.976,-,100.368,-0.6,100.363,0,100.399,0.04,100.252,-0.15,100.061,-0.19,100.009,-0.05,100.008,0,100.001,-0.01,99.966,-0.03,99.886,-0.08,99.847,-0.04,99.803,-0.04,99.823,0.02,99.786,-0.04,99.809,0.02,99.761,-0.05,99.706,-0.06,99.697,-0.01,99.69,-0.01,99.701,0.01,99.706,0,99.777,0.07,99.745,-0.03,99.808,0.06,99.816,0.01,99.824,0.01,99.782,-0.04,99.862,0.08,100,0.14,100,0,99.88,-0.12,99.911,0.03,99.913,0,99.979,0.07,100.056,0.08,100.063,0.01,100.091,0.03,100.142,0.05,100.154,0.01,100.109,-0.05,100.043,-0.07,100.003,-0.04,100.045,0.04,100.072,0.03,100.081,0.01,100.095,0.01,100.11,0.01,100.122,0.01,100.11,-0.01,100.118,0.01,100.117,0,100.111,-0.01,100.106,-0.01,100.081,-0.02,100.065,-0.02,100.056,-0.01,100.039,-0.02,100.05,0.01,100.052,0,100.055,0,100.041,-0.01,100.035,-0.01,100.019,-0.02,100.005,-0.01,99.928,-0.08,99.621,-0.31
,,고양시,,101.577,-,101.219,-0.35,100.799,-0.41,100.357,-0.44,100.179,-0.18,100.196,0.02,100.194,0,100.133,-0.06,100.044,-0.09,100.023,-0.02,99.908,-0.12,99.869,-0.04,99.792,-0.08,99.75,-0.04,99.745,-0.01,99.736,-0.01,99.914,0.18,100.084,0.17,100.059,-0.02,100.053,-0.01,100.098,0.05,100.099,0,100.075,-0.02,100.04,-0.03,100.055,0.01,100.073,0.02,100.043,-0.03,100.043,0,100.021,-0.02,100,-0.02,100.045,0.04,100.06,0.01,100.11,0.05,100.137,0.03,100.164,0.03,100.254,0.09,100.284,0.03,100.323,0.04,100.272,-0.05,100.019,-0.25,99.958,-0.06,99.933,-0.03,99.997,0.06,99.975,-0.02,99.998,0.02,100.009,0.01,100.08,0.07,100.097,0.02,100.107,0.01,100.167,0.06,100.217,0.05,100.235,0.02,100.199,-0.04,100.181,-0.02,100.12,-0.06,100.109,-0.01,100.088,-0.02,100.104,0.02,100.014,-0.09,99.991,-0.02,99.917,-0.07,99.86,-0.06,99.766,-0.09,99.697,-0.07,99.595,-0.1,99.455,-0.14,99.42,-0.04
,,,덕양구,100.534,-,100.168,-0.36,99.93,-0.24,99.593,-0.34,99.514,-0.08,99.523,0.01,99.397,-0.13,99.35,-0.05,99.217,-0.13,99.206,-0.01,99.138,-0.07,99.083,-0.06,99.007,-0.08,98.963,-0.04,98.95,-0.01,98.98,0.03,99.589,0.61,100.167,0.58,100.132,-0.03,100.14,0.01,100.143,0,100.129,-0.01,100.099,-0.03,100.071,-0.03,100.074,0,100.056,-0.02,100.016,-0.04,100.015,0,100.02,0,100,-0.02,100.095,0.1,100.119,0.02,100.209,0.09,100.249,0.04,100.268,0.02,100.454,0.19,100.478,0.02,100.505,0.03,100.485,-0.02,100.397,-0.09,100.258,-0.14,100.178,-0.08,100.232,0.05,100.142,-0.09,100.163,0.02,100.16,0,100.225,0.06,100.24,0.02,100.229,-0.01,100.284,0.06,100.313,0.03,100.318,0,100.215,-0.1,100.181,-0.03,100.099,-0.08,100.13,0.03,100.176,0.05,100.248,0.07,100.122,-0.13,100.165,0.04,100.102,-0.06,100.056,-0.05,99.977,-0.08,99.851,-0.13,99.728,-0.12,99.561,-0.17,99.711,0.15
,,,일산동구,104.026,-,103.184,-0.81,102.49,-0.67,101.471,-0.99,101.195,-0.27,101.088,-0.11,101.026,-0.06,100.914,-0.11,100.82,-0.09,100.782,-0.04,100.586,-0.19,100.529,-0.06,100.397,-0.13,100.292,-0.1,100.272,-0.02,100.209,-0.06,100.061,-0.15,99.994,-0.07,99.962,-0.03,99.929,-0.03,100.109,0.18,100.137,0.03,100.105,-0.03,100.042,-0.06,100.12,0.08,100.228,0.11,100.235,0.01,100.234,0,100.067,-0.17,100,-0.07,100.011,0.01,100.023,0.01,100.065,0.04,100.078,0.01,100.13,0.05,100.169,0.04,100.235,0.07,100.285,0.05,100.383,0.1,100.442,0.06,100.458,0.02,100.522,0.06,100.639,0.12,100.667,0.03,100.709,0.04,100.718,0.01,100.766,0.05,100.71,-0.06,100.683,-0.03,100.715,0.03,100.768,0.05,100.803,0.04,100.82,0.02,100.827,0.01,100.763,-0.06,100.715,-0.05,100.625,-0.09,100.499,-0.13,100.384,-0.11,100.261,-0.12,100.151,-0.11,100.002,-0.15,99.873,-0.13,99.773,-0.1,99.664,-0.11,99.518,-0.15,99.307,-0.21
,,,일산서구,101.224,-,101.161,-0.06,100.713,-0.44,100.507,-0.2,100.285,-0.22,100.385,0.1,100.547,0.16,100.501,-0.04,100.463,-0.04,100.442,-0.02,100.326,-0.12,100.315,-0.01,100.271,-0.04,100.269,0,100.28,0.01,100.265,-0.01,100.177,-0.09,100.053,-0.12,100.044,-0.01,100.038,-0.01,100.041,0,100.04,0,100.028,-0.01,100.004,-0.02,99.991,-0.01,99.989,0,99.946,-0.04,99.947,0,99.991,0.04,100,0.01,100.01,0.01,100.018,0.01,100.028,0.01,100.053,0.02,100.071,0.02,100.089,0.02,100.1,0.01,100.147,0.05,99.963,-0.18,99.324,-0.64,99.299,-0.03,99.276,-0.02,99.315,0.04,99.341,0.03,99.352,0.01,99.38,0.03,99.474,0.09,99.536,0.06,99.591,0.06,99.676,0.08,99.747,0.07,99.769,0.02,99.777,0.01,99.761,-0.02,99.724,-0.04,99.69,-0.03,99.636,-0.05,99.677,0.04,99.643,-0.03,99.607,-0.04,99.544,-0.06,99.53,-0.01,99.441,-0.09,99.456,0.01,99.383,-0.07,99.278,-0.11,99.142,-0.14
,,파주시,,102.214,-,101.991,-0.22,101.467,-0.51,101.078,-0.38,100.729,-0.35,100.484,-0.24,100.474,-0.01,100.468,-0.01,100.435,-0.03,100.4,-0.03,100.405,0,100.248,-0.16,100.255,0.01,100.221,-0.03,100.198,-0.02,100.218,0.02,100.173,-0.04,100.085,-0.09,100.065,-0.02,100.059,-0.01,100.062,0,100.063,0,100.137,0.07,100.117,-0.02,100.111,-0.01,100.183,0.07,100.175,-0.01,100.162,-0.01,100.033,-0.13,100,-0.03,100.013,0.01,100.037,0.02,100.046,0.01,100.054,0.01,100.072,0.02,100.085,0.01,100.102,0.02,100.199,0.1,99.875,-0.32,98.203,-1.67,97.662,-0.55,97.722,0.06,97.756,0.03,97.754,0,97.779,0.03,97.773,-0.01,97.768,0,97.762,-0.01,97.758,0,97.698,-0.06,97.437,-0.27,97.284,-0.16,97.256,-0.03,97.228,-0.03,96.957,-0.28,96.794,-0.17,96.772,-0.02,96.719,-0.05,96.524,-0.2,96.501,-0.02,96.476,-0.03,96.343,-0.14,96.172,-0.18,96.072,-0.1,96.086,0.01,95.911,-0.18,95.782,-0.13
,경원권,,,102.677,-,101.948,-0.71,101.602,-0.34,101.322,-0.28,100.955,-0.36,100.783,-0.17,100.604,-0.18,100.555,-0.05,100.539,-0.02,100.449,-0.09,100.25,-0.2,100.16,-0.09,100.11,-0.05,100.065,-0.05,100.025,-0.04,100.05,0.03,100.05,0,99.969,-0.08,99.958,-0.01,99.954,0,99.993,0.04,99.975,-0.02,100.004,0.03,100.063,0.06,100.063,0,100.051,-0.01,100.059,0.01,100.049,-0.01,100.049,0,100,-0.05,99.968,-0.03,99.969,0,99.984,0.02,99.993,0.01,99.993,0,100.001,0.01,100.014,0.01,100.006,-0.01,99.997,-0.01,100.001,0,100.002,0,100.002,0,100.014,0.01,100.011,0,100.021,0.01,99.976,-0.04,99.946,-0.03,99.934,-0.01,99.923,-0.01,99.957,0.03,99.929,-0.03,99.831,-0.1,99.687,-0.14,99.635,-0.05,99.511,-0.12,99.422,-0.09,99.399,-0.02,99.367,-0.03,99.407,0.04,99.356,-0.05,99.201,-0.16,99.123,-0.08,99.005,-0.12,98.811,-0.2,98.741,-0.07,98.784,0.04,98.868,0.09
,,포천시,,100.071,-,99.583,-0.49,99.245,-0.34,98.779,-0.47,99.026,0.25,99.62,0.6,100.358,0.74,100.3,-0.06,100.341,0.04,100.42,0.08,100.116,-0.3,99.897,-0.22,99.962,0.06,99.885,-0.08,99.637,-0.25,99.95,0.31,100.05,0.1,99.634,-0.42,99.856,0.22,99.832,-0.02,99.941,0.11,99.842,-0.1,99.81,-0.03,100.056,0.25,100.109,0.05,100.074,-0.04,100.094,0.02,100.063,-0.03,100.057,-0.01,100,-0.06,99.69,-0.31,99.681,-0.01,99.648,-0.03,99.753,0.11,99.743,-0.01,99.797,0.05,99.816,0.02,99.916,0.1,99.905,-0.01,99.934,0.03,99.948,0.01,99.995,0.05,100.041,0.05,100.061,0.02,100.088,0.03,100.15,0.06,100.153,0,100.194,0.04,100.224,0.03,100.279,0.05,100.284,0.01,100.288,0,100.245,-0.04,100.2,-0.05,100.198,0,100.173,-0.02,100.115,-0.06,100.079,-0.04,100.142,0.06,100.165,0.02,100.175,0.01,100.191,0.02,100.166,-0.03,100.154,-0.01,100.092,-0.06,100.025,-0.07,99.974,-0.05
,,동두천시,,103.69,-,102.809,-0.85,102.576,-0.23,102.026,-0.54,101.491,-0.52,100.885,-0.6,100.297,-0.58,100.235,-0.06,100.116,-0.12,100.049,-0.07,99.745,-0.3,99.677,-0.07,99.639,-0.04,99.562,-0.08,99.41,-0.15,99.363,-0.05,99.632,0.27,99.782,0.15,99.748,-0.03,99.747,0,99.905,0.16,99.93,0.02,99.979,0.05,100.07,0.09,100.111,0.04,100.149,0.04,100.12,-0.03,100.028,-0.09,100.018,-0.01,100,-0.02,99.993,-0.01,99.994,0,100.104,0.11,100.077,-0.03,100.091,0.01,100.065,-0.03,100.021,-0.04,100.139,0.12,100.01,-0.13,100.009,0,100.013,0,99.961,-0.05,99.978,0.02,99.931,-0.05,99.932,0,99.635,-0.3,99.642,0.01,99.652,0.01,99.572,-0.08,99.595,0.02,99.501,-0.09,99.439,-0.06,99.391,-0.05,99.287,-0.1,99.105,-0.18,98.955,-0.15,98.961,0.01,98.915,-0.05,99.179,0.27,98.924,-0.26,98.861,-0.06,98.929,0.07,98.936,0.01,99.074,0.14,99.074,0,99.173,0.1,99.265,0.09
,,양주시,,102.182,-,101.114,-1.05,100.745,-0.36,100.591,-0.15,100.111,-0.48,99.919,-0.19,99.788,-0.13,100.054,0.27,100.109,0.05,100.118,0.01,99.842,-0.28,99.763,-0.08,99.709,-0.05,99.758,0.05,99.912,0.15,99.987,0.08,100.085,0.1,100.042,-0.04,99.974,-0.07,99.964,-0.01,99.965,0,99.953,-0.01,100.016,0.06,100.088,0.07,100.038,-0.05,100.012,-0.03,100.049,0.04,100.022,-0.03,100.058,0.04,100,-0.06,100,0,100.007,0.01,100.012,0.01,100.021,0.01,100.026,0.01,100.046,0.02,100.096,0.05,99.957,-0.14,99.992,0.03,100.024,0.03,100.031,0.01,100.057,0.03,100.066,0.01,100.081,0.01,100.091,0.01,100.032,-0.06,99.835,-0.2,99.73,-0.11,99.717,-0.01,99.811,0.09,99.766,-0.04,99.427,-0.34,98.979,-0.45,98.876,-0.1,98.523,-0.36,98.363,-0.16,98.287,-0.08,98.202,-0.09,98.211,0.01,98.112,-0.1,97.715,-0.4,97.507,-0.21,97.247,-0.27,96.822,-0.44,96.854,0.03,96.92,0.07,97.153,0.24
,,의정부시,,103.101,-,102.522,-0.56,102.16,-0.35,101.912,-0.24,101.534,-0.37,101.342,-0.19,101.085,-0.25,100.894,-0.19,100.86,-0.03,100.691,-0.17,100.568,-0.12,100.489,-0.08,100.42,-0.07,100.345,-0.08,100.275,-0.07,100.248,-0.03,100.128,-0.12,100.031,-0.1,100.014,-0.02,100.016,0,100.033,0.02,100.016,-0.02,100.035,0.02,100.052,0.02,100.057,0,100.044,-0.01,100.044,0,100.063,0.02,100.05,-0.01,100,-0.05,99.991,-0.01,99.991,0,99.996,0,99.997,0,99.993,0,99.997,0,100.005,0.01,100.012,0.01,100.01,0,99.999,-0.01,99.995,0,99.988,-0.01,99.994,0.01,99.988,-0.01,99.996,0.01,99.99,-0.01,100.028,0.04,100.049,0.02,100.046,0,100.049,0,100.037,-0.01,100.031,-0.01,100,-0.03,99.982,-0.02,99.961,-0.02,99.908,-0.05,99.912,0,99.91,0,99.918,0.01,99.92,0,99.842,-0.08,99.786,-0.06,99.702,-0.08,99.533,-0.17,99.398,-0.14,99.435,0.04,99.465,0.03
인천,,,,100.718,-,100.611,-0.11,100.474,-0.14,100.394,-0.08,100.366,-0.03,100.137,-0.23,100.04,-0.1,100.017,-0.02,99.924,-0.09,99.955,0.03,100.029,0.07,100.046,0.02,100.059,0.01,100.046,-0.01,100.082,0.04,100.092,0.01,100.09,0,100.078,-0.01,100.075,0,100.067,-0.01,100.064,0,100.058,-0.01,100.056,0,100.043,-0.01,100.041,0,100.024,-0.02,100.033,0.01,100.033,0,100.022,-0.01,100,-0.02,99.978,-0.02,99.974,0,99.986,0.01,99.995,0.01,100.001,0.01,100.012,0.01,100.037,0.03,100.047,0.01,99.992,-0.06,99.971,-0.02,99.953,-0.02,99.946,-0.01,99.903,-0.04,99.924,0.02,99.824,-0.1,99.814,-0.01,99.806,-0.01,99.783,-0.02,99.763,-0.02,99.642,-0.12,99.506,-0.14,99.443,-0.06,99.416,-0.03,99.343,-0.07,99.263,-0.08,99.213,-0.05,99.119,-0.09,99.076,-0.04,99.016,-0.06,98.958,-0.06,98.928,-0.03,98.896,-0.03,98.872,-0.02,98.878,0.01,98.911,0.03,98.921,0.01,99.026,0.11
,중구,,,101.606,-,101.357,-0.25,101.256,-0.1,101.058,-0.2,100.87,-0.19,100.895,0.02,100.606,-0.29,100.447,-0.16,100.412,-0.03,100.477,0.07,100.436,-0.04,100.364,-0.07,100.288,-0.08,100.21,-0.08,100.158,-0.05,100.141,-0.02,100.133,-0.01,100.127,-0.01,100.098,-0.03,100.097,0,100.095,0,100.064,-0.03,100.045,-0.02,100.047,0,100.036,-0.01,100.045,0.01,100.04,0,100.059,0.02,100.058,0,100,-0.06,99.999,0,100.003,0,99.999,0,100.01,0.01,100.028,0.02,100.039,0.01,100.049,0.01,100.064,0.01,100.09,0.03,100.138,0.05,100.197,0.06,100.259,0.06,100.343,0.08,100.42,0.08,100.504,0.08,100.527,0.02,100.516,-0.01,100.514,0,100.249,-0.26,99.878,-0.37,99.483,-0.4,99.123,-0.36,99.009,-0.12,98.739,-0.27,98.718,-0.02,98.355,-0.37,98.288,-0.07,98.21,-0.08,98.127,-0.08,98.048,-0.08,97.964,-0.09,97.997,0.03,97.867,-0.13,97.701,-0.17,97.611,-0.09,97.557,-0.06,97.715,0.16
,동구,,,97.463,-,97.395,-0.07,97.377,-0.02,97.352,-0.03,97.716,0.37,98.314,0.61,98.625,0.32,98.982,0.36,99.122,0.14,99.139,0.02,99.207,0.07,99.441,0.23,99.542,0.1,99.755,0.21,99.777,0.02,99.795,0.02,99.82,0.02,99.859,0.04,99.868,0.01,99.867,0,99.865,0,99.852,-0.01,99.83,-0.02,99.85,0.02,99.904,0.05,99.936,0.03,99.993,0.06,100.113,0.12,100.001,-0.11,100,0,100.015,0.01,100.017,0,100.015,0,100.019,0,100.024,0.01,100.037,0.01,100.054,0.02,99.949,-0.11,99.953,0,99.953,0,99.953,0,99.963,0.01,99.963,0,99.966,0,99.978,0.01,99.995,0.02,100.011,0.02,100.028,0.02,100.04,0.01,100.042,0,100.05,0.01,100.042,-0.01,100.042,0,100.043,0,100.041,0,100.055,0.01,100.091,0.04,100.116,0.02,100.09,-0.03,100.054,-0.04,100.047,-0.01,100.058,0.01,100.064,0.01,100.046,-0.02,99.993,-0.05,100.152,0.16,100.107,-0.04
,남구,,,100.516,-,100.466,-0.05,100.417,-0.05,100.364,-0.05,100.305,-0.06,100.31,0,100.28,-0.03,100.244,-0.04,100.177,-0.07,100.165,-0.01,100.149,-0.02,100.133,-0.02,100.152,0.02,100.153,0,100.179,0.03,100.182,0,100.192,0.01,100.166,-0.03,100.159,-0.01,100.118,-0.04,100.117,0,100.113,0,100.17,0.06,100.172,0,100.155,-0.02,100.112,-0.04,100.135,0.02,100.08,-0.05,100.048,-0.03,100,-0.05,99.988,-0.01,99.961,-0.03,99.95,-0.01,99.948,0,99.918,-0.03,99.932,0.01,99.939,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
