지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 01월,Unnamed: 5,2015년 02월,Unnamed: 7,2015년 03월,Unnamed: 9,2015년 04월,Unnamed: 11,2015년 05월,Unnamed: 13,2015년 06월,Unnamed: 15,2015년 07월,Unnamed: 17,2015년 08월,Unnamed: 19,2015년 09월,Unnamed: 21,2015년 10월,Unnamed: 23,2015년 11월,Unnamed: 25,2015년 12월,Unnamed: 27,2016년 01월,Unnamed: 29,2016년 02월,Unnamed: 31,2016년 03월,Unnamed: 33,2016년 04월,Unnamed: 35,2016년 05월,Unnamed: 37,2016년 06월,Unnamed: 39,2016년 07월,Unnamed: 41,2016년 08월,Unnamed: 43,2016년 09월,Unnamed: 45,2016년 10월,Unnamed: 47,2016년 11월,Unnamed: 49,2016년 12월,Unnamed: 51,2017년 01월,Unnamed: 53,2017년 02월,Unnamed: 55,2017년 03월,Unnamed: 57,2017년 04월,Unnamed: 59,2017년 05월,Unnamed: 61,2017년 06월,Unnamed: 63,2017년 07월,Unnamed: 65,2017년 08월,Unnamed: 67,2017년 09월,Unnamed: 69,2017년 10월,Unnamed: 71,2017년 11월,Unnamed: 73,2017년 12월,Unnamed: 75,2018년 01월,Unnamed: 77,2018년 02월,Unnamed: 79,2018년 03월,Unnamed: 81,2018년 04월,Unnamed: 83,2018년 05월,Unnamed: 85,2018년 06월,Unnamed: 87,2018년 07월,Unnamed: 89,2018년 08월,Unnamed: 91,2018년 09월,Unnamed: 93,2018년 10월,Unnamed: 95,2018년 11월,Unnamed: 97,2018년 12월,Unnamed: 99,2019년 01월,Unnamed: 101,2019년 02월,Unnamed: 103,2019년 03월,Unnamed: 105,2019년 04월,Unnamed: 107,2019년 05월,Unnamed: 109,2019년 06월,Unnamed: 111,2019년 07월,Unnamed: 113,2019년 08월,Unnamed: 115,2019년 09월,Unnamed: 117,2019년 10월,Unnamed: 119,2019년 11월,Unnamed: 121,2019년 12월,Unnamed: 123,2020년 01월,Unnamed: 125,2020년 02월,Unnamed: 127,2020년 03월,Unnamed: 129,2020년 04월,Unnamed: 131,2020년 05월,Unnamed: 133,2020년 06월,Unnamed: 135,2020년 07월,Unnamed: 137,2020년 08월,Unnamed: 139,2020년 09월,Unnamed: 141,2020년 10월,Unnamed: 143,2020년 11월,Unnamed: 145,2020년 12월,Unnamed: 147
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,예산군,,,101.635,0.87,101.877,0.24,102.198,0.32,102.319,0.12,102.611,0.29,103.155,0.53,103.59,0.42,103.607,0.02,103.791,0.18,104.047,0.25,104.388,0.33,104.533,0.14,104.633,0.1,104.385,-0.24,104.533,0.14,104.293,-0.23,103.512,-0.75,102.477,-1,101.91,-0.55,101.364,-0.54,101.287,-0.08,101.105,-0.18,100.959,-0.14,100.861,-0.1,100.857,0,100.819,-0.04,100.743,-0.07,100.608,-0.13,100.447,-0.16,100.2,-0.25,100.233,0.03,100.26,0.03,100.243,-0.02,100.154,-0.09,100,-0.15,99.898,-0.1,99.661,-0.24,99.282,-0.38,99.056,-0.23,98.847,-0.21,98.503,-0.35,98.061,-0.45,98.068,0.01,98.283,0.22,98.437,0.16,98.463,0.03,98.521,0.06,98.521,0,98.521,0,98.492,-0.03,98.545,0.05,98.568,0.02,98.709,0.14,98.73,0.02,98.868,0.14,98.917,0.05,99.224,0.31,99.245,0.02,99.297,0.05,99.435,0.14,99.724,0.29,99.9,0.18,99.994,0.09,100.008,0.01,100.137,0.13,99.861,-0.28,100.094,0.23,100.942,0.85,101.992,1.04,102.746,0.74,103.429,0.67,103.881,0.44
,당진시,,,91.699,0.51,92.373,0.74,93.482,1.2,94.943,1.56,96.126,1.25,98.988,2.98,99.554,0.57,100.128,0.58,100.765,0.64,101.032,0.26,101.199,0.16,101.63,0.43,101.698,0.07,101.834,0.13,101.922,0.09,101.789,-0.13,101.753,-0.04,101.621,-0.13,101.337,-0.28,101.253,-0.08,101.118,-0.13,100.959,-0.16,100.562,-0.39,100.13,-0.43,100.06,-0.07,99.998,-0.06,100.004,0.01,99.973,-0.03,99.905,-0.07,99.783,-0.12,99.538,-0.25,99.744,0.21,100.124,0.38,100.224,0.1,100,-0.22,99.939,-0.06,100.047,0.11,99.891,-0.16,99.527,-0.36,99.014,-0.52,98.25,-0.77,97.631,-0.63,96.71,-0.94,96.367,-0.36,96.132,-0.24,95.695,-0.45,95.197,-0.52,94.906,-0.31,94.644,-0.28,94.33,-0.33,94.058,-0.29,93.78,-0.3,93.715,-0.07,93.571,-0.15,93.708,0.15,93.942,0.25,94.181,0.25,94.412,0.25,94.707,0.31,94.911,0.22,95.414,0.53,95.621,0.22,95.788,0.17,96.154,0.38,96.376,0.23,96.564,0.2,96.796,0.24,96.972,0.18,97.423,0.47,97.686,0.27,98.027,0.35,98.162,0.14
전북,,,,95.733,0.02,95.774,0.04,95.913,0.14,96.134,0.23,96.152,0.02,96.157,0.01,96.234,0.08,96.362,0.13,96.642,0.29,96.761,0.12,96.886,0.13,96.949,0.06,96.973,0.02,97.01,0.04,97.081,0.07,97.247,0.17,97.342,0.1,97.462,0.12,97.528,0.07,97.562,0.03,97.643,0.08,97.778,0.14,97.947,0.17,98.047,0.1,98.099,0.05,98.236,0.14,98.399,0.17,98.582,0.19,98.81,0.23,98.98,0.17,99.108,0.13,99.291,0.19,99.478,0.19,99.758,0.28,100,0.24,100.093,0.09,100.101,0.01,100.09,-0.01,99.998,-0.09,99.893,-0.1,99.693,-0.2,99.392,-0.3,99.07,-0.32,98.884,-0.19,98.873,-0.01,98.847,-0.03,98.811,-0.04,98.768,-0.04,98.64,-0.13,98.462,-0.18,98.174,-0.29,97.851,-0.33,97.585,-0.27,97.273,-0.32,96.946,-0.34,96.653,-0.3,96.207,-0.46,96.042,-0.17,95.795,-0.26,95.665,-0.14,95.619,-0.05,95.548,-0.07,95.544,0,95.554,0.01,95.555,0,95.55,0,95.619,0.07,95.755,0.14,95.948,0.2,96.119,0.18,96.435,0.33,97.029,0.62
,전주시,,,94.005,0.02,94.042,0.04,94.193,0.16,94.408,0.23,94.414,0.01,94.467,0.06,94.602,0.14,94.828,0.24,95.302,0.5,95.488,0.2,95.738,0.26,95.853,0.12,95.922,0.07,95.986,0.07,96.073,0.09,96.285,0.22,96.456,0.18,96.706,0.26,96.813,0.11,96.916,0.11,97.022,0.11,97.232,0.22,97.429,0.2,97.589,0.16,97.668,0.08,97.849,0.19,98.106,0.26,98.352,0.25,98.612,0.26,98.857,0.25,99.022,0.17,99.232,0.21,99.449,0.22,99.768,0.32,100,0.23,100.089,0.09,100.106,0.02,100.211,0.11,100.178,-0.03,100.06,-0.12,99.788,-0.27,99.419,-0.37,99.071,-0.35,98.952,-0.12,99.035,0.08,99.065,0.03,98.999,-0.07,98.944,-0.06,98.825,-0.12,98.675,-0.15,98.302,-0.38,97.84,-0.47,97.431,-0.42,96.961,-0.48,96.46,-0.52,96.011,-0.47,95.167,-0.88,94.849,-0.33,94.394,-0.48,94.114,-0.3,93.851,-0.28,93.743,-0.12,93.713,-0.03,93.748,0.04,93.809,0.06,93.78,-0.03,93.842,0.07,93.932,0.1,94.176,0.26,94.452,0.29,95.011,0.59,95.955,0.99
,,완산구,,94.065,0.02,94.06,-0.01,94.207,0.16,94.377,0.18,94.313,-0.07,94.338,0.03,94.448,0.12,94.685,0.25,95.062,0.4,95.224,0.17,95.426,0.21,95.539,0.12,95.611,0.08,95.663,0.05,95.775,0.12,95.995,0.23,96.167,0.18,96.355,0.19,96.488,0.14,96.569,0.08,96.667,0.1,96.897,0.24,97.154,0.26,97.377,0.23,97.507,0.13,97.704,0.2,97.966,0.27,98.221,0.26,98.525,0.31,98.756,0.23,98.899,0.15,99.135,0.24,99.33,0.2,99.719,0.39,100,0.28,100.118,0.12,100.132,0.01,100.316,0.18,100.279,-0.04,100.171,-0.11,99.902,-0.27,99.555,-0.35,99.282,-0.27,99.243,-0.04,99.397,0.16,99.456,0.06,99.412,-0.04,99.284,-0.13,99.2,-0.09,99.105,-0.1,98.879,-0.23,98.555,-0.33,98.215,-0.35,97.747,-0.48,97.401,-0.35,96.929,-0.48,95.757,-1.21,95.423,-0.35,94.938,-0.51,94.569,-0.39,94.105,-0.49,93.829,-0.29,93.662,-0.18,93.612,-0.05,93.571,-0.04,93.584,0.01,93.638,0.06,93.776,0.15,93.977,0.21,94.223,0.26,94.741,0.55,95.625,0.93
,,덕진구,,93.913,0.04,94.007,0.1,94.164,0.17,94.441,0.29,94.544,0.11,94.635,0.1,94.804,0.18,95.016,0.22,95.615,0.63,95.833,0.23,96.145,0.33,96.261,0.12,96.327,0.07,96.405,0.08,96.463,0.06,96.664,0.21,96.832,0.17,97.164,0.34,97.237,0.07,97.369,0.14,97.485,0.12,97.669,0.19,97.787,0.12,97.865,0.08,97.877,0.01,98.037,0.16,98.29,0.26,98.522,0.24,98.725,0.21,98.989,0.27,99.183,0.2,99.359,0.18,99.605,0.25,99.832,0.23,100,0.17,100.053,0.05,100.072,0.02,100.079,0.01,100.048,-0.03,99.918,-0.13,99.644,-0.27,99.247,-0.4,98.804,-0.45,98.584,-0.22,98.578,-0.01,98.57,-0.01,98.478,-0.09,98.514,0.04,98.353,-0.16,98.137,-0.22,97.59,-0.56,96.965,-0.64,96.474,-0.51,96.001,-0.49,95.319,-0.71,94.897,-0.44,94.441,-0.48,94.141,-0.32,93.723,-0.44,93.548,-0.19,93.509,-0.04,93.588,0.08,93.711,0.13,93.843,0.14,94.017,0.19,93.942,-0.08,94.014,0.08,94.047,0.04,94.342,0.31,94.651,0.33,95.255,0.64,96.266,1.06
,군산시,,,100.212,-0.02,100.267,0.05,100.33,0.06,100.39,0.06,100.351,-0.04,100.298,-0.05,100.265,-0.03,100.26,0,100.26,0,100.195,-0.06,100.196,0,100.18,-0.02,100.137,-0.04,100.027,-0.11,100.017,-0.01,100.101,0.08,99.985,-0.12,99.783,-0.2,99.757,-0.03,99.668,-0.09,99.534,-0.13,99.482,-0.05,99.476,-0.01,99.41,-0.07,99.443,0.03,99.459,0.02,99.401,-0.06,99.421,0.02,99.467,0.05,99.502,0.04,99.578,0.08,99.669,0.09,99.725,0.06,99.903,0.18,100,0.1,100.033,0.03,99.796,-0.24,99.389,-0.41,98.887,-0.5,98.564,-0.33,97.907,-0.67,97.107,-0.82,96.207,-0.93,95.491,-0.74,95.034,-0.48,94.626,-0.43,94.385,-0.25,94.033,-0.37,93.589,-0.47,93.06,-0.56,92.652,-0.44,92.255,-0.43,92.009,-0.27,91.634,-0.41,91.47,-0.18,91.296,-0.19,91.162,-0.15,91.094,-0.08,90.944,-0.17,90.958,0.02,91.226,0.29,91.24,0.02,91.324,0.09,91.316,-0.01,91.232,-0.09,91.274,0.05,91.439,0.18,91.651,0.23,91.958,0.33,92.232,0.3,92.385,0.17,92.738,0.38
,익산시,,,94.162,-0.02,94.21,0.05,94.314,0.11,94.762,0.47,94.717,-0.05,94.67,-0.05,94.706,0.04,94.773,0.07,94.97,0.21,95.12,0.16,95.16,0.04,95.176,0.02,95.196,0.02,95.218,0.02,95.338,0.13,95.563,0.24,95.674,0.12,95.89,0.23,95.975,0.09,96.135,0.17,96.347,0.22,96.473,0.13,96.728,0.26,96.903,0.18,96.996,0.1,97.186,0.2,97.356,0.17,97.619,0.27,98.011,0.4,98.16,0.15,98.284,0.13,98.638,0.36,99.049,0.42,99.498,0.45,100,0.5,100.173,0.17,100.427,0.25,100.597,0.17,100.755,0.16,100.829,0.07,101.143,0.31,101.404,0.26,101.617,0.21,101.755,0.14,101.984,0.22,102.217,0.23,102.414,0.19,102.572,0.15,102.636,0.06,102.66,0.02,102.442,-0.21,102.267,-0.17,102.232,-0.03,102.181,-0.05,102.058,-0.12,101.989,-0.07,101.932,-0.06,101.965,0.03,101.965,0,101.965,0,101.954,-0.01,101.906,-0.05,101.906,0,101.906,0,101.906,0,102.039,0.13,102.086,0.05,102.446,0.35,102.675,0.22,102.637,-0.04,102.78,0.14,103.049,0.26
,정읍시,,,97.683,0,97.746,0.06,97.792,0.05,97.913,0.12,97.984,0.07,98.012,0.03,98.14,0.13,98.202,0.06,98.372,0.17,98.414,0.04,98.454,0.04,98.48,0.03,98.391,-0.09,98.391,0,98.424,0.03,98.487,0.06,98.548,0.06,98.608,0.06,98.608,0,98.618,0.01,98.686,0.07,98.836,0.15,98.877,0.04,98.891,0.01,99.038,0.15,99.175,0.14,99.229,0.05,99.328,0.1,99.561,0.23,99.719,0.16,99.858,0.14,99.858,0,99.879,0.02,99.976,0.1,100,0.02,100,0,100.005,0,99.965,-0.04,99.842,-0.12,99.935,0.09,99.953,0.02,99.953,0,99.817,-0.14,99.758,-0.06,99.732,-0.03,99.835,0.1,99.863,0.03,99.916,0.05,99.95,0.03,99.925,-0.03,99.953,0.03,99.973,0.02,99.953,-0.02,99.763,-0.19,99.612,-0.15,99.494,-0.12,99.514,0.02,99.643,0.13,99.79,0.15,99.827,0.04,100.1,0.27,100.16,0.06,100.16,0,100.207,0.05,100.167,-0.04,99.94,-0.23,99.804,-0.14,99.846,0.04,99.795,-0.05,99.774,-0.02,99.774,0,99.855,0.08
,남원시,,,96.92,-0.02,96.966,0.05,97.237,0.28,97.46,0.23,97.619,0.16,97.558,-0.06,97.725,0.17,97.75,0.03,97.956,0.21,98.059,0.11,98.12,0.06,98.114,-0.01,98.114,0,98.22,0.11,98.502,0.29,98.577,0.08,98.801,0.23,98.865,0.06,98.885,0.02,98.815,-0.07,98.9,0.09,98.902,0,98.974,0.07,99.009,0.03,99.03,0.02,99.075,0.05,99.094,0.02,99.145,0.05,99.194,0.05,99.236,0.04,99.305,0.07,99.458,0.15,99.599,0.14,99.835,0.24,100,0.17,100.045,0.05,100.045,0,100.329,0.28,100.467,0.14,100.548,0.08,100.63,0.08,100.63,0,100.779,0.15,100.774,-0.01,101.058,0.28,101.217,0.16,101.433,0.21,101.558,0.12,101.642,0.08,101.662,0.02,101.728,0.07,101.99,0.26,101.99,0,102.023,0.03,102.023,0,102.063,0.04,102.054,-0.01,102.288,0.23,102.354,0.06,102.238,-0.11,102.205,-0.03,101.993,-0.21,101.732,-0.26,101.588,-0.14,101.401,-0.18,101.361,-0.04,101.361,0,101.347,-0.01,100.906,-0.44,100.706,-0.2,100.595,-0.11,100.526,-0.07
,김제시,,,96.57,0.03,96.57,0,96.57,0,96.776,0.21,97.003,0.23,96.911,-0.09,96.952,0.04,97.085,0.14,97.154,0.07,97.43,0.28,97.648,0.22,97.755,0.11,97.736,-0.02,97.749,0.01,97.758,0.01,97.805,0.05,97.906,0.1,97.956,0.05,97.984,0.03,98.147,0.17,98.465,0.32,98.58,0.12,98.703,0.12,98.776,0.07,98.962,0.19,99.111,0.15,99.426,0.32,99.688,0.26,99.646,-0.04,99.707,0.06,99.849,0.14,99.827,-0.02,99.851,0.02,99.872,0.02,100,0.13,100,0,99.969,-0.03,99.272,-0.7,99.102,-0.17,98.903,-0.2,98.801,-0.1,98.64,-0.16,98.291,-0.35,98.13,-0.16,98.052,-0.08,97.926,-0.13,98.014,0.09,98.803,0.8,98.849,0.05,99.014,0.17,99.131,0.12,99.283,0.15,99.283,0,99.312,0.03,99.222,-0.09,99.145,-0.08,99.145,0,99.12,-0.03,99.28,0.16,99.28,0,99.341,0.06,99.341,0,99.341,0,99.341,0,99.341,0,99.341,0,99.471,0.13,99.574,0.1,99.684,0.11,99.897,0.21,100.113,0.22,100.778,0.66
전남,,,,94.937,-0.03,94.77,-0.18,94.956,0.2,95.38,0.45,95.645,0.28,95.998,0.37,96.17,0.18,96.227,0.06,96.314,0.09,96.417,0.11,96.511,0.1,96.604,0.1,96.685,0.08,96.764,0.08,96.836,0.07,97.024,0.19,97.137,0.12,97.164,0.03,97.246,0.08,97.364,0.12,97.451,0.09,97.584,0.14,97.739,0.16,97.971,0.24,98.075,0.11,98.144,0.07,98.342,0.2,98.518,0.18,98.803,0.29,98.943,0.14,99.101,0.16,99.379,0.28,99.546,0.17,99.755,0.21,100,0.25,100.063,0.06,100.24,0.18,100.444,0.2,100.511,0.07,100.584,0.07,100.746,0.16,100.887,0.14,100.942,0.05,101.127,0.18,101.241,0.11,101.378,0.14,101.502,0.12,101.606,0.1,101.676,0.07,101.714,0.04,101.768,0.05,101.869,0.1,101.934,0.06,101.949,0.01,101.926,-0.02,101.91,-0.02,101.918,0.01,101.951,0.03,102.011,0.06,102.062,0.05,102.159,0.1,102.272,0.11,102.297,0.02,102.392,0.09,102.498,0.1,102.65,0.15,102.843,0.19,103.116,0.26,103.305,0.18,103.58,0.27,103.856,0.27,104.241,0.37
,목포시,,,94.531,-0.12,94.322,-0.22,94.262,-0.06,94.532,0.29,94.577,0.05,95.168,0.62,95.427,0.27,95.559,0.14,96.1,0.57,96.723,0.65,97.166,0.46,97.376,0.22,97.488,0.12,97.546,0.06,97.56,0.01,97.799,0.25,97.85,0.05,97.811,-0.04,97.736,-0.08,97.717,-0.02,97.843,0.13,97.969,0.13,98.088,0.12,98.188,0.1,98.452,0.27,98.541,0.09,98.674,0.14,98.695,0.02,99.081,0.39,99.203,0.12,99.264,0.06,99.484,0.22,99.663,0.18,99.86,0.2,100,0.14,100.003,0,100.078,0.07,100.083,0,100.067,-0.02,100.095,0.03,100.297,0.2,100.39,0.09,100.487,0.1,100.638,0.15,100.759,0.12,100.895,0.13,100.988,0.09,100.993,0,101.122,0.13,101.198,0.07,101.27,0.07,101.326,0.05,101.352,0.03,101.361,0.01,101.286,-0.07,101.189,-0.1,101.088,-0.1,100.943,-0.14,100.875,-0.07,100.759,-0.11,100.694,-0.07,100.629,-0.06,100.546,-0.08,100.429,-0.12,100.317,-0.11,100.215,-0.1,100.119,-0.1,99.745,-0.37,99.532,-0.21,99.391,-0.14,99.31,-0.08,99.187,-0.12
,여수시,,,93.166,-0.01,93.052,-0.12,93.387,0.36,93.972,0.63,94.566,0.63,95.05,0.51,95.288,0.25,95.379,0.1,95.303,-0.08,95.267,-0.04,95.211,-0.06,95.195,-0.02,95.152,-0.05,95.259,0.11,95.339,0.08,95.654,0.33,95.767,0.12,95.8,0.03,96.116,0.33,96.501,0.4,96.735,0.24,96.878,0.15,97.21,0.34,97.459,0.26,97.52,0.06,97.637,0.12,97.791,0.16,98.028,0.24,98.331,0.31,98.498,0.17,98.663,0.17,99.019,0.36,99.355,0.34,99.7,0.35,100,0.3,100.164,0.16,100.569,0.4,101.041,0.47,101.3,0.26,101.48,0.18,101.73,0.25,101.992,0.26,102.138,0.14,102.44,0.3,102.517,0.07,102.678,0.16,102.781,0.1,102.842,0.06,102.844,0,102.801,-0.04,102.73,-0.07,102.633,-0.09,102.548,-0.08,102.541,-0.01,102.502,-0.04,102.457,-0.04,102.435,-0.02,102.463,0.03,102.638,0.17,102.802,0.16,102.933,0.13,103.032,0.1,103.096,0.06,103.397,0.29,103.732,0.32,104.176,0.43,104.554,0.36,105.073,0.5,105.355,0.27,105.822,0.44,106.295,0.45,106.865,0.54
,순천시,,,95.642,-0.16,95.36,-0.29,95.594,0.25,95.714,0.13,95.796,0.09,95.938,0.15,95.887,-0.05,95.705,-0.19,95.575,-0.14,95.354,-0.23,95.202,-0.16,95.108,-0.1,95.251,0.15,95.275,0.02,95.328,0.06,95.427,0.1,95.615,0.2,95.664,0.05,95.859,0.2,96.014,0.16,96.043,0.03,96.321,0.29,96.535,0.22,97.058,0.54,97.136,0.08,97.231,0.1,97.611,0.39,98.046,0.45,98.431,0.39,98.632,0.2,99.004,0.38,99.32,0.32,99.542,0.22,99.691,0.15,100,0.31,100.064,0.06,100.221,0.16,100.289,0.07,100.321,0.03,100.383,0.06,100.499,0.12,100.681,0.18,100.677,0,100.967,0.29,101.153,0.18,101.319,0.16,101.499,0.18,101.74,0.24,101.849,0.11,101.921,0.07,102.043,0.12,102.141,0.1,102.252,0.11,102.328,0.07,102.345,0.02,102.419,0.07,102.473,0.05,102.548,0.07,102.594,0.05,102.739,0.14,102.884,0.14,103.18,0.29,103.309,0.13,103.49,0.17,103.736,0.24,104.063,0.31,104.476,0.4,105.16,0.65,105.624,0.44,106.128,0.48,106.576,0.42,107.25,0.63
,나주시,,,97.33,0.14,97.368,0.04,98.266,0.92,99.823,1.58,100.979,1.16,101.556,0.57,101.79,0.23,101.64,-0.15,100.755,-0.87,100.975,0.22,100.708,-0.26,101.045,0.33,101.028,-0.02,100.907,-0.12,100.967,0.06,101.112,0.14,101.221,0.11,101.248,0.03,100.845,-0.4,100.808,-0.04,100.7,-0.11,100.565,-0.13,100.201,-0.36,99.896,-0.3,99.834,-0.06,99.616,-0.22,99.553,-0.06,99.296,-0.26,98.821,-0.48,98.845,0.02,98.798,-0.05,99.678,0.89,99.798,0.12,100.098,0.3,100,-0.1,100,0,100.117,0.12,100.236,0.12,100.037,-0.2,99.976,-0.06,99.909,-0.07,99.84,-0.07,99.518,-0.32,99.554,0.04,99.58,0.03,99.666,0.09,99.646,-0.02,99.689,0.04,99.614,-0.08,99.529,-0.09,99.381,-0.15,99.217,-0.16,99.085,-0.13,98.963,-0.12,98.819,-0.15,98.643,-0.18,98.568,-0.08,98.709,0.14,98.719,0.01,98.8,0.08,98.854,0.05,98.895,0.04,98.9,0.01,98.839,-0.06,98.81,-0.03,98.674,-0.14,98.436,-0.24,98.365,-0.07,98.212,-0.16,98.167,-0.05,98.147,-0.02,98.418,0.28
,광양시,,,99.429,-0.06,99.315,-0.12,99.279,-0.04,99.33,0.05,99.352,0.02,99.303,-0.05,99.338,0.04,99.375,0.04,99.411,0.04,99.301,-0.11,99.261,-0.04,99.154,-0.11,99.047,-0.11,99.064,0.02,99.128,0.06,99.137,0.01,99.148,0.01,99.162,0.01,99.078,-0.09,99.011,-0.07,98.969,-0.04,98.946,-0.02,98.946,0,98.981,0.04,99.006,0.03,99.045,0.04,99.183,0.14,99.263,0.08,99.464,0.2,99.544,0.08,99.624,0.08,99.644,0.02,99.524,-0.12,99.57,0.05,100,0.43,100.056,0.06,100.202,0.15,100.759,0.56,100.971,0.21,101.075,0.1,101.218,0.14,101.395,0.17,101.533,0.14,101.558,0.02,101.667,0.11,101.772,0.1,101.857,0.08,101.952,0.09,102.048,0.09,102.169,0.12,102.432,0.26,103.12,0.67,103.555,0.42,103.637,0.08,103.75,0.11,103.915,0.16,104.175,0.25,104.444,0.26,104.66,0.21,104.817,0.15,105.175,0.34,105.441,0.25,105.532,0.09,105.717,0.18,105.854,0.13,106.076,0.21,106.468,0.37,107.2,0.69,107.714,0.48,108.374,0.61,109.09,0.66,109.895,0.74
,무안군,,,87.401,0.72,87.354,-0.05,88.229,1,89.424,1.35,90.685,1.41,91.791,1.22,92.794,1.09,93.449,0.71,94.066,0.66,94.215,0.16,94.795,0.62,96.024,1.3,96.657,0.66,97.344,0.71,97.769,0.44,98.037,0.27,98.256,0.22,98.448,0.2,98.474,0.03,98.522,0.05,98.539,0.02,98.643,0.11,98.711,0.07,98.772,0.06,98.793,0.02,98.75,-0.04,99.074,0.33,99.126,0.05,99.3,0.18,99.49,0.19,99.497,0.01,99.758,0.26,99.709,-0.05,99.868,0.16,100,0.13,100.128,0.13,100.163,0.03,100.02,-0.14,99.575,-0.45,99.559,-0.02,99.738,0.18,99.746,0.01,99.773,0.03,99.783,0.01,99.81,0.03,99.924,0.11,100.089,0.17,100.148,0.06,100.208,0.06,100.243,0.03,100.148,-0.1,100.083,-0.06,100.022,-0.06,99.882,-0.14,99.745,-0.14,99.641,-0.1,99.413,-0.23,99.204,-0.21,99.054,-0.15,98.519,-0.54,98.276,-0.25,98.137,-0.14,97.658,-0.49,97.503,-0.16,97.142,-0.37,96.857,-0.29,96.595,-0.27,96.175,-0.43,96.068,-0.11,95.865,-0.21,95.762,-0.11,95.662,-0.1
경북,,,,101.705,0.38,102.099,0.39,102.605,0.5,103.068,0.45,103.378,0.3,103.752,0.36,103.868,0.11,104.279,0.4,104.695,0.4,104.929,0.22,105.049,0.11,104.998,-0.05,104.941,-0.05,104.869,-0.07,104.732,-0.13,104.546,-0.18,104.283,-0.25,103.865,-0.4,103.499,-0.35,103.225,-0.27,102.932,-0.28,102.816,-0.11,102.678,-0.13,102.445,-0.23,102.303,-0.14,102.15,-0.15,102.047,-0.1,101.804,-0.24,101.554,-0.25,101.403,-0.15,101.15,-0.25,100.908,-0.24,100.626,-0.28,100.335,-0.29,100,-0.33,99.727,-0.27,99.417,-0.31,99.136,-0.28,98.837,-0.3,98.36,-0.48,97.84,-0.53,97.331,-0.52,96.882,-0.46,96.264,-0.64,95.785,-0.5,95.343,-0.46,94.963,-0.4,94.386,-0.61,94.018,-0.39,93.633,-0.41,93.263,-0.39,92.793,-0.5,92.335,-0.49,91.947,-0.42,91.641,-0.33,91.307,-0.36,91.115,-0.21,90.862,-0.28,90.723,-0.15,90.493,-0.25,90.424,-0.08,90.339,-0.09,90.3,-0.04,90.227,-0.08,90.21,-0.02,90.188,-0.02,90.35,0.18,90.607,0.28,90.865,0.29,91.013,0.16,91.37,0.39,91.939,0.62
,포항시,,,98.086,0.42,98.553,0.48,99.288,0.75,99.945,0.66,100.345,0.4,101.005,0.66,101.244,0.24,102.193,0.94,103.407,1.19,104.072,0.64,104.391,0.31,104.474,0.08,104.468,-0.01,104.491,0.02,104.525,0.03,104.411,-0.11,104.147,-0.25,103.721,-0.41,103.26,-0.44,102.994,-0.26,102.635,-0.35,102.344,-0.28,102.046,-0.29,101.794,-0.25,101.639,-0.15,101.557,-0.08,101.544,-0.01,101.41,-0.13,101.274,-0.13,101.172,-0.1,101.046,-0.12,100.838,-0.21,100.586,-0.25,100.346,-0.24,100,-0.34,99.611,-0.39,99.35,-0.26,99.031,-0.32,98.702,-0.33,98.235,-0.47,97.616,-0.63,96.983,-0.65,96.225,-0.78,95.293,-0.97,94.631,-0.69,93.759,-0.92,93.328,-0.46,92.605,-0.77,92.277,-0.35,91.649,-0.68,90.906,-0.81,89.966,-1.03,89.176,-0.88,88.721,-0.51,88.406,-0.36,88.013,-0.44,87.802,-0.24,87.556,-0.28,87.507,-0.06,87.384,-0.14,87.46,0.09,87.479,0.02,87.49,0.01,87.551,0.07,87.579,0.03,87.445,-0.15,87.567,0.14,87.901,0.38,88.278,0.43,88.462,0.21,88.813,0.4,89.539,0.82
