지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 01월,Unnamed: 5,2015년 02월,Unnamed: 7,2015년 03월,Unnamed: 9,2015년 04월,Unnamed: 11,2015년 05월,Unnamed: 13,2015년 06월,Unnamed: 15,2015년 07월,Unnamed: 17,2015년 08월,Unnamed: 19,2015년 09월,Unnamed: 21,2015년 10월,Unnamed: 23,2015년 11월,Unnamed: 25,2015년 12월,Unnamed: 27,2016년 01월,Unnamed: 29,2016년 02월,Unnamed: 31,2016년 03월,Unnamed: 33,2016년 04월,Unnamed: 35,2016년 05월,Unnamed: 37,2016년 06월,Unnamed: 39,2016년 07월,Unnamed: 41,2016년 08월,Unnamed: 43,2016년 09월,Unnamed: 45,2016년 10월,Unnamed: 47,2016년 11월,Unnamed: 49,2016년 12월,Unnamed: 51,2017년 01월,Unnamed: 53,2017년 02월,Unnamed: 55,2017년 03월,Unnamed: 57,2017년 04월,Unnamed: 59,2017년 05월,Unnamed: 61,2017년 06월,Unnamed: 63,2017년 07월,Unnamed: 65,2017년 08월,Unnamed: 67,2017년 09월,Unnamed: 69,2017년 10월,Unnamed: 71,2017년 11월,Unnamed: 73,2017년 12월,Unnamed: 75,2018년 01월,Unnamed: 77,2018년 02월,Unnamed: 79,2018년 03월,Unnamed: 81,2018년 04월,Unnamed: 83,2018년 05월,Unnamed: 85,2018년 06월,Unnamed: 87,2018년 07월,Unnamed: 89,2018년 08월,Unnamed: 91,2018년 09월,Unnamed: 93,2018년 10월,Unnamed: 95,2018년 11월,Unnamed: 97,2018년 12월,Unnamed: 99,2019년 01월,Unnamed: 101,2019년 02월,Unnamed: 103,2019년 03월,Unnamed: 105,2019년 04월,Unnamed: 107,2019년 05월,Unnamed: 109,2019년 06월,Unnamed: 111,2019년 07월,Unnamed: 113,2019년 08월,Unnamed: 115,2019년 09월,Unnamed: 117,2019년 10월,Unnamed: 119,2019년 11월,Unnamed: 121,2019년 12월,Unnamed: 123,2020년 01월,Unnamed: 125,2020년 02월,Unnamed: 127,2020년 03월,Unnamed: 129,2020년 04월,Unnamed: 131,2020년 05월,Unnamed: 133,2020년 06월,Unnamed: 135,2020년 07월,Unnamed: 137,2020년 08월,Unnamed: 139,2020년 09월,Unnamed: 141,2020년 10월,Unnamed: 143,2020년 11월,Unnamed: 145,2020년 12월,Unnamed: 147
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,광주시,,88.063,0.18,88.643,0.66,89.291,0.73,90.103,0.91,90.797,0.77,91.457,0.73,92.131,0.74,92.591,0.5,93.132,0.58,93.714,0.63,94.43,0.76,94.848,0.44,94.999,0.16,95.343,0.36,95.495,0.16,95.803,0.32,95.986,0.19,96.276,0.3,96.279,0,96.405,0.13,96.457,0.05,96.711,0.26,96.976,0.27,97.061,0.09,97.097,0.04,97.133,0.04,97.444,0.32,98.148,0.72,98.628,0.49,98.963,0.34,99.471,0.51,99.74,0.27,99.89,0.15,100.225,0.34,100,-0.22,99.616,-0.38,99.23,-0.39,98.779,-0.45,98.524,-0.26,98.038,-0.49,97.047,-1.01,96.245,-0.83,96.172,-0.08,95.939,-0.24,95.855,-0.09,95.766,-0.09,95.753,-0.01,95.787,0.04,95.78,-0.01,95.786,0.01,95.706,-0.08,95.661,-0.05,95.63,-0.03,95.595,-0.04,95.52,-0.08,95.355,-0.17,95.49,0.14,95.599,0.12,95.543,-0.06,95.481,-0.06,95.431,-0.05,95.453,0.02,95.527,0.08,95.687,0.17,96.068,0.4,97.571,1.56,98.692,1.15,99.038,0.35,99.452,0.42,99.7,0.25,100.441,0.74,101.931,1.48
,동부2권,,,90.655,0.53,91.291,0.7,92.052,0.83,93.034,1.07,93.694,0.71,94.345,0.69,94.799,0.48,95.023,0.24,95.452,0.45,96.059,0.64,96.48,0.44,96.66,0.19,96.98,0.33,97.031,0.05,97.103,0.07,97.307,0.21,97.538,0.24,97.819,0.29,97.894,0.08,98.091,0.2,98.32,0.23,98.699,0.38,99.023,0.33,99.134,0.11,99.2,0.07,99.285,0.09,99.404,0.12,99.551,0.15,99.711,0.16,99.753,0.04,99.812,0.06,99.85,0.04,99.826,-0.02,99.935,0.11,100,0.07,99.982,-0.02,100.063,0.08,100.08,0.02,100.214,0.13,100.362,0.15,100.496,0.13,100.717,0.22,100.652,-0.07,100.606,-0.05,100.586,-0.02,100.492,-0.09,100.581,0.09,100.392,-0.19,99.76,-0.63,99.6,-0.16,99.199,-0.4,98.577,-0.63,97.949,-0.64,97.737,-0.22,97.562,-0.18,97.477,-0.09,97.301,-0.18,97.07,-0.24,96.899,-0.18,96.794,-0.11,96.589,-0.21,96.579,-0.01,96.62,0.04,96.621,0,96.704,0.09,96.847,0.15,96.836,-0.01,96.787,-0.05,96.902,0.12,96.996,0.1,97.077,0.08,97.432,0.37
,,이천시,,88.551,0.27,89.401,0.96,90.459,1.18,91.627,1.29,92.581,1.04,93.541,1.04,94.096,0.59,94.427,0.35,95.025,0.63,95.652,0.66,96.144,0.51,96.337,0.2,96.709,0.39,96.769,0.06,96.858,0.09,97.154,0.31,97.395,0.25,97.722,0.34,97.794,0.07,98.079,0.29,98.383,0.31,98.883,0.51,99.302,0.42,99.446,0.15,99.538,0.09,99.636,0.1,99.744,0.11,99.837,0.09,99.884,0.05,99.874,-0.01,99.827,-0.05,99.852,0.03,99.783,-0.07,99.889,0.11,100,0.11,99.961,-0.04,100.131,0.17,100.158,0.03,100.331,0.17,100.551,0.22,100.766,0.21,100.896,0.13,100.689,-0.21,100.493,-0.19,100.39,-0.1,100.298,-0.09,100.409,0.11,100.124,-0.28,99.583,-0.54,99.487,-0.1,98.958,-0.53,98.288,-0.68,97.629,-0.67,97.333,-0.3,97.153,-0.18,97.048,-0.11,96.834,-0.22,96.619,-0.22,96.455,-0.17,96.273,-0.19,95.889,-0.4,95.933,0.05,96.163,0.24,96.224,0.06,96.411,0.19,96.634,0.23,96.641,0.01,96.621,-0.02,96.823,0.21,96.987,0.17,97.174,0.19,97.656,0.5
,,여주시,,93.804,1.4,93.964,0.17,94.259,0.31,95.135,0.93,95.309,0.18,95.472,0.17,95.75,0.29,95.822,0.08,96.039,0.23,96.405,0.38,96.661,0.27,96.884,0.23,96.956,0.07,97.008,0.05,97.072,0.07,97.237,0.17,97.608,0.38,97.899,0.3,98.011,0.11,98.09,0.08,98.261,0.17,98.448,0.19,98.682,0.24,98.76,0.08,98.791,0.03,98.88,0.09,99.075,0.2,99.369,0.3,99.574,0.21,99.726,0.15,99.837,0.11,99.914,0.08,99.914,0,100.016,0.1,100,-0.02,100.023,0.02,99.93,-0.09,99.929,0,100.029,0.1,100.069,0.04,100.069,0,100.088,0.02,99.853,-0.23,99.816,-0.04,99.816,0,99.565,-0.25,99.534,-0.03,99.151,-0.38,97.966,-1.19,97.586,-0.39,97.303,-0.29,96.515,-0.81,95.682,-0.86,95.473,-0.22,95.235,-0.25,95.109,-0.13,94.846,-0.28,94.432,-0.44,94.171,-0.28,94.104,-0.07,94.005,-0.11,93.869,-0.14,93.512,-0.38,93.42,-0.1,93.384,-0.04,93.449,0.07,93.437,-0.01,93.35,-0.09,93.26,-0.1,93.178,-0.09,93,-0.19,93.113,0.12
,경의권,,,83.774,0.61,84.644,1.04,85.785,1.35,87.426,1.91,88.623,1.37,90.116,1.68,91.132,1.13,91.976,0.93,93.157,1.28,94.242,1.16,95.12,0.93,95.475,0.37,95.636,0.17,95.945,0.32,96.248,0.32,96.72,0.49,97.051,0.34,97.411,0.37,97.684,0.28,97.947,0.27,98.164,0.22,98.792,0.64,99.357,0.57,99.48,0.12,99.416,-0.06,99.394,-0.02,99.386,-0.01,99.482,0.1,99.652,0.17,99.749,0.1,99.856,0.11,99.953,0.1,100.065,0.11,100.043,-0.02,100,-0.04,99.784,-0.22,99.624,-0.16,99.368,-0.26,99.171,-0.2,98.797,-0.38,98.312,-0.49,98.075,-0.24,97.458,-0.63,96.758,-0.72,96.205,-0.57,96.162,-0.05,96.003,-0.16,95.521,-0.5,95.195,-0.34,94.978,-0.23,94.863,-0.12,94.455,-0.43,94.193,-0.28,93.849,-0.37,93.444,-0.43,93.147,-0.32,93.061,-0.09,93.122,0.07,93.344,0.24,93.687,0.37,94.058,0.4,94.345,0.3,94.661,0.33,94.872,0.22,95.019,0.16,95.319,0.32,96.011,0.73,96.546,0.56,97.052,0.52,97.611,0.58,98.575,0.99,100.818,2.27
,,김포시,,85.648,0.37,86.573,1.08,87.398,0.95,89.297,2.17,90.248,1.06,92.461,2.45,93.881,1.54,94.171,0.31,95.349,1.25,96.335,1.03,96.998,0.69,97.304,0.32,97.316,0.01,97.543,0.23,97.735,0.2,98.056,0.33,98.375,0.32,98.711,0.34,98.977,0.27,99.146,0.17,99.238,0.09,99.638,0.4,99.928,0.29,99.969,0.04,99.93,-0.04,99.855,-0.08,99.671,-0.18,99.402,-0.27,99.427,0.02,99.476,0.05,99.563,0.09,99.478,-0.09,99.961,0.48,100.018,0.06,100,-0.02,100,0,99.898,-0.1,99.535,-0.36,99.428,-0.11,98.748,-0.68,97.903,-0.86,97.687,-0.22,97.259,-0.44,96.589,-0.69,96.487,-0.1,96.893,0.42,97.168,0.28,97.162,-0.01,96.76,-0.41,96.539,-0.23,96.423,-0.12,96.273,-0.16,96.134,-0.14,96.007,-0.13,95.886,-0.13,95.806,-0.08,95.829,0.02,95.907,0.08,96.156,0.26,96.352,0.2,96.494,0.15,96.613,0.12,96.78,0.17,96.693,-0.09,96.644,-0.05,96.659,0.02,96.857,0.2,96.917,0.06,97.066,0.15,97.231,0.17,98.022,0.81,101.126,3.17
,,고양시,,83.056,0.74,83.967,1.1,85.146,1.4,86.554,1.65,87.905,1.56,89.322,1.61,90.271,1.06,91.297,1.14,92.487,1.3,93.509,1.11,94.353,0.9,94.721,0.39,94.967,0.26,95.346,0.4,95.683,0.35,96.202,0.54,96.529,0.34,96.922,0.41,97.199,0.29,97.477,0.29,97.732,0.26,98.507,0.79,99.114,0.62,99.273,0.16,99.192,-0.08,99.196,0,99.244,0.05,99.422,0.18,99.629,0.21,99.736,0.11,99.861,0.12,100.024,0.16,100.011,-0.01,99.975,-0.04,100,0.03,99.797,-0.2,99.662,-0.13,99.404,-0.26,99.15,-0.26,98.868,-0.28,98.392,-0.48,98.178,-0.22,97.753,-0.43,97.171,-0.6,96.735,-0.45,96.734,0,96.662,-0.07,96.21,-0.47,95.981,-0.24,95.81,-0.18,95.641,-0.18,94.992,-0.68,94.571,-0.44,94.026,-0.58,93.4,-0.67,92.929,-0.5,92.76,-0.18,92.715,-0.05,92.854,0.15,93.223,0.4,93.699,0.51,94.055,0.38,94.458,0.43,94.894,0.46,95.247,0.37,95.839,0.62,97.062,1.28,98.078,1.05,98.976,0.92,99.989,1.02,101.417,1.43,103.644,2.2
,,,덕양구,84.489,0.88,85.402,1.08,86.372,1.14,87.464,1.27,88.38,1.05,89.253,0.99,90.067,0.91,91.27,1.34,92.543,1.39,93.52,1.06,94.355,0.89,94.697,0.36,94.789,0.1,95.256,0.49,95.686,0.45,96.138,0.47,96.388,0.26,96.771,0.4,97.017,0.25,97.217,0.21,97.456,0.25,98.406,0.97,99.116,0.72,99.264,0.15,99.208,-0.06,99.212,0,99.321,0.11,99.538,0.22,99.692,0.15,99.696,0,99.822,0.13,99.973,0.15,99.953,-0.02,99.92,-0.03,100,0.08,99.653,-0.35,99.473,-0.18,99.128,-0.35,98.872,-0.26,98.635,-0.24,97.892,-0.75,97.769,-0.13,97.587,-0.19,97.361,-0.23,97.647,0.29,98.161,0.53,98.445,0.29,98.317,-0.13,98.138,-0.18,98.032,-0.11,98.026,-0.01,97.544,-0.49,97.274,-0.28,96.779,-0.51,96.317,-0.48,96.043,-0.28,95.908,-0.14,95.891,-0.02,96.105,0.22,96.439,0.35,97.052,0.64,97.482,0.44,97.969,0.5,98.507,0.55,98.797,0.29,99.259,0.47,100.419,1.17,101.513,1.09,102.578,1.05,103.806,1.2,105.44,1.57,108.462,2.87
,,,일산동구,76.941,0.91,78.154,1.58,80.07,2.45,81.878,2.26,83.9,2.47,85.905,2.39,86.859,1.11,87.848,1.14,89.59,1.98,91.273,1.88,92.353,1.18,92.712,0.39,93.26,0.59,93.781,0.56,94.234,0.48,94.723,0.52,95.119,0.42,95.702,0.61,96.085,0.4,96.589,0.52,96.965,0.39,97.922,0.99,98.453,0.54,98.677,0.23,98.468,-0.21,98.495,0.03,98.517,0.02,98.786,0.27,99.139,0.36,99.493,0.36,99.855,0.36,99.949,0.09,99.959,0.01,99.898,-0.06,100,0.1,99.92,-0.08,99.813,-0.11,99.532,-0.28,99.423,-0.11,99.015,-0.41,98.661,-0.36,98.233,-0.43,97.831,-0.41,96.997,-0.85,96.587,-0.42,96.426,-0.17,95.984,-0.46,95.019,-1.01,94.736,-0.3,94.446,-0.31,94.228,-0.23,93.821,-0.43,93.457,-0.39,92.83,-0.67,92.153,-0.73,91.729,-0.46,91.543,-0.2,91.516,-0.03,91.525,0.01,91.919,0.43,92.307,0.42,92.667,0.39,93.068,0.43,93.498,0.46,93.97,0.5,94.676,0.75,95.86,1.25,96.711,0.89,97.404,0.72,98.209,0.83,99.59,1.41,101.493,1.91
,,,일산서구,85.517,0.49,86.221,0.82,87.128,1.05,88.605,1.7,89.978,1.55,91.59,1.79,92.68,1.19,93.542,0.93,94.292,0.8,94.944,0.69,95.65,0.74,96.051,0.42,96.269,0.23,96.467,0.21,96.634,0.17,97.242,0.63,97.607,0.38,97.894,0.29,98.139,0.25,98.357,0.22,98.548,0.19,99.007,0.46,99.55,0.55,99.678,0.13,99.656,-0.02,99.644,-0.01,99.642,0,99.716,0.07,99.883,0.17,99.942,0.06,99.909,-0.03,100.129,0.22,100.108,-0.02,100.086,-0.02,100,-0.09,99.875,-0.13,99.773,-0.1,99.627,-0.15,99.279,-0.35,99.03,-0.25,98.774,-0.26,98.598,-0.18,97.887,-0.72,97.076,-0.83,95.826,-1.29,95.372,-0.47,95.158,-0.22,94.695,-0.49,94.446,-0.26,94.277,-0.18,93.96,-0.34,92.984,-1.04,92.366,-0.67,91.817,-0.59,91.048,-0.84,90.339,-0.78,90.146,-0.21,90.059,-0.1,90.197,0.15,90.589,0.43,90.974,0.42,91.247,0.3,91.562,0.35,91.893,0.36,92.239,0.38,92.899,0.72,94.213,1.41,95.248,1.1,96.095,0.89,97.008,0.95,98.247,1.28,99.834,1.62
,,파주시,,84.012,0.45,84.706,0.83,86.028,1.56,88.131,2.44,89.09,1.09,90.125,1.16,90.923,0.89,91.798,0.96,92.952,1.26,94.332,1.48,95.539,1.28,95.909,0.39,95.969,0.06,96.152,0.19,96.473,0.33,96.96,0.51,97.317,0.37,97.602,0.29,97.869,0.27,98.189,0.33,98.416,0.23,98.815,0.41,99.529,0.72,99.624,0.1,99.584,-0.04,99.54,-0.04,99.532,-0.01,99.749,0.22,99.955,0.21,100.064,0.11,100.141,0.08,100.217,0.08,100.341,0.12,100.279,-0.06,100,-0.28,99.522,-0.48,99.218,-0.31,99.082,-0.14,98.968,-0.11,98.626,-0.35,98.494,-0.13,98.165,-0.33,96.754,-1.44,95.658,-1.13,94.287,-1.43,93.656,-0.67,92.803,-0.91,91.759,-1.12,91.246,-0.56,90.912,-0.37,90.944,0.04,90.909,-0.04,90.95,0.05,90.921,-0.03,90.808,-0.12,90.754,-0.06,90.782,0.03,91.122,0.37,91.549,0.47,91.988,0.48,92.357,0.4,92.664,0.33,92.929,0.29,92.9,-0.03,92.739,-0.17,92.615,-0.13,92.519,-0.1,92.386,-0.14,92.321,-0.07,92.207,-0.12,92.217,0.01,93.475,1.36
,경원권,,,84.991,0.38,85.278,0.34,85.822,0.64,86.844,1.19,87.527,0.79,88.583,1.21,89.401,0.92,90.277,0.98,91.332,1.17,92.184,0.93,93.2,1.1,93.978,0.83,94.414,0.46,94.844,0.46,95.316,0.5,95.925,0.64,96.284,0.37,96.705,0.44,97.028,0.33,97.286,0.27,97.495,0.21,97.951,0.47,98.335,0.39,98.517,0.18,98.541,0.02,98.589,0.05,98.668,0.08,98.803,0.14,99.151,0.35,99.347,0.2,99.482,0.14,99.635,0.15,99.724,0.09,99.8,0.08,100,0.2,100.008,0.01,99.969,-0.04,99.883,-0.09,99.827,-0.06,99.796,-0.03,99.674,-0.12,99.449,-0.23,99.264,-0.19,99.1,-0.17,98.997,-0.1,98.961,-0.04,98.849,-0.11,98.718,-0.13,98.613,-0.11,98.537,-0.08,98.402,-0.14,98.018,-0.39,97.655,-0.37,97.281,-0.38,96.98,-0.31,96.834,-0.15,96.891,0.06,97.31,0.43,97.723,0.42,97.957,0.24,98.099,0.14,98.235,0.14,98.389,0.16,98.225,-0.17,98.142,-0.08,98.112,-0.03,98.276,0.17,98.78,0.51,99.766,1,100.729,0.97,101.866,1.13,103.039,1.15
,,포천시,,83.964,0.3,84.164,0.24,84.47,0.36,85.213,0.88,85.589,0.44,86.738,1.34,87.459,0.83,88.309,0.97,89.905,1.81,90.714,0.9,92.093,1.52,93.561,1.59,94.908,1.44,95.564,0.69,95.968,0.42,96.547,0.6,96.832,0.3,97.193,0.37,97.434,0.25,97.62,0.19,97.707,0.09,97.997,0.3,98.489,0.5,98.703,0.22,98.694,-0.01,98.794,0.1,98.859,0.07,99.022,0.16,99.504,0.49,99.778,0.28,99.888,0.11,99.92,0.03,99.959,0.04,99.967,0.01,100,0.03,99.76,-0.24,99.646,-0.11,99.504,-0.14,99.265,-0.24,99.034,-0.23,98.556,-0.48,98.29,-0.27,98.074,-0.22,97.911,-0.17,97.743,-0.17,97.62,-0.13,97.136,-0.5,96.766,-0.38,96.714,-0.05,96.646,-0.07,96.39,-0.27,96.266,-0.13,95.948,-0.33,95.773,-0.18,95.434,-0.35,95.349,-0.09,95.151,-0.21,95.267,0.12,95.637,0.39,95.69,0.06,95.843,0.16,96.152,0.32,96.353,0.21,96.334,-0.02,96.15,-0.19,96.024,-0.13,96.089,0.07,96.275,0.19,96.507,0.24,96.873,0.38,97.164,0.3,97.471,0.32
,,동두천시,,84.073,0.18,84.33,0.3,84.966,0.75,86.081,1.31,86.963,1.02,87.895,1.07,88.667,0.88,89.611,1.07,90.549,1.05,91.21,0.73,92.155,1.04,93.202,1.14,93.56,0.38,93.826,0.28,94.056,0.24,94.795,0.79,95.256,0.49,95.567,0.33,96.093,0.55,96.233,0.15,96.462,0.24,96.772,0.32,97.285,0.53,97.493,0.21,97.537,0.05,97.75,0.22,97.888,0.14,98.167,0.29,98.633,0.47,99.076,0.45,99.349,0.28,99.574,0.23,99.731,0.16,99.832,0.1,100,0.17,100.084,0.08,100.051,-0.03,99.82,-0.23,99.727,-0.09,99.611,-0.12,99.41,-0.2,99.316,-0.09,99.092,-0.23,98.718,-0.38,98.731,0.01,98.664,-0.07,98.594,-0.07,98.56,-0.03,98.429,-0.13,98.434,0,98.453,0.02,98.382,-0.07,98.26,-0.12,98.267,0.01,98.018,-0.25,97.802,-0.22,97.787,-0.02,98.166,0.39,98.548,0.39,98.758,0.21,99.194,0.44,99.393,0.2,99.659,0.27,99.51,-0.15,99.328,-0.18,99.033,-0.3,99.364,0.33,99.62,0.26,99.919,0.3,100.286,0.37,100.602,0.32,100.958,0.35
,,양주시,,82.963,0.7,83.26,0.36,83.795,0.64,85.003,1.44,85.8,0.94,87.275,1.72,88.156,1.01,89.108,1.08,90.373,1.42,91.386,1.12,92.334,1.04,92.987,0.71,93.452,0.5,93.986,0.57,94.608,0.66,95.283,0.71,95.587,0.32,96.056,0.49,96.454,0.41,96.714,0.27,97.121,0.42,97.696,0.59,98.183,0.5,98.394,0.21,98.413,0.02,98.423,0.01,98.528,0.11,98.634,0.11,98.929,0.3,99.206,0.28,99.354,0.15,99.549,0.2,99.587,0.04,99.64,0.05,100,0.36,100,0,99.896,-0.1,99.806,-0.09,99.747,-0.06,99.718,-0.03,99.48,-0.24,98.905,-0.58,98.49,-0.42,98.218,-0.28,97.86,-0.37,97.81,-0.05,97.601,-0.21,97.47,-0.13,97.295,-0.18,97.217,-0.08,96.916,-0.31,96.123,-0.82,95.228,-0.93,94.34,-0.93,93.555,-0.83,93.253,-0.32,93.459,0.22,94.366,0.97,95.158,0.84,95.633,0.5,95.672,0.04,95.943,0.28,96.037,0.1,95.399,-0.66,95.127,-0.29,94.463,-0.7,94.201,-0.28,94.632,0.46,95.766,1.2,96.767,1.04,98.045,1.32,99.483,1.47
,,의정부시,,86.294,0.29,86.598,0.35,87.166,0.66,88.128,1.1,88.766,0.72,89.641,0.99,90.455,0.91,91.284,0.92,92.179,0.98,93.006,0.9,94.011,1.08,94.672,0.7,94.964,0.31,95.347,0.4,95.817,0.49,96.37,0.58,96.743,0.39,97.177,0.45,97.431,0.26,97.726,0.3,97.86,0.14,98.323,0.47,98.614,0.3,98.771,0.16,98.799,0.03,98.819,0.02,98.874,0.06,98.987,0.11,99.31,0.33,99.403,0.09,99.505,0.1,99.642,0.14,99.747,0.11,99.839,0.09,100,0.16,100.032,0.03,100.032,0,99.992,-0.04,99.974,-0.02,99.992,0.02,99.997,0,99.906,-0.09,99.842,-0.06,99.776,-0.07,99.773,0,99.765,-0.01,99.747,-0.02,99.631,-0.12,99.555,-0.08,99.464,-0.09,99.401,-0.06,99.115,-0.29,98.962,-0.16,98.738,-0.23,98.677,-0.06,98.615,-0.06,98.651,0.04,98.881,0.23,99.117,0.24,99.266,0.15,99.402,0.14,99.432,0.03,99.587,0.16,99.637,0.05,99.684,0.05,100.045,0.36,100.413,0.37,101.05,0.63,102.211,1.15,103.364,1.13,104.72,1.31,106.057,1.28
인천,,,,87.807,0.42,88.248,0.5,88.977,0.83,90.115,1.28,90.971,0.95,91.899,1.02,92.464,0.62,92.968,0.54,93.557,0.63,94.041,0.52,94.577,0.57,94.9,0.34,95.025,0.13,95.235,0.22,95.486,0.26,95.823,0.35,96.129,0.32,96.546,0.43,96.853,0.32,97.247,0.41,97.453,0.21,97.749,0.3,98.033,0.29,98.156,0.13,98.188,0.03,98.269,0.08,98.383,0.12,98.578,0.2,98.724,0.15,98.989,0.27,99.153,0.17,99.446,0.3,99.699,0.25,99.862,0.16,100,0.14,99.862,-0.14,99.75,-0.11,99.695,-0.06,99.604,-0.09,99.426,-0.18,99.172,-0.26,98.938,-0.24,98.71,-0.23,98.357,-0.36,98.309,-0.05,98.281,-0.03,98.297,0.02,98.156,-0.14,97.928,-0.23,97.659,-0.27,97.421,-0.24,97.12,-0.31,97.001,-0.12,96.838,-0.17,96.777,-0.06,96.629,-0.15,96.775,0.15,96.96,0.19,97.214,0.26,97.588,0.39,97.995,0.42,98.449,0.46,99.142,0.7,100.055,0.92,100.417,0.36,100.994,0.57,101.242,0.25,101.503,0.26,102.263,0.75,103.275,0.99,105.257,1.92,107.243,1.89
,중구,,,90.12,0.21,90.449,0.37,90.904,0.5,91.338,0.48,91.605,0.29,91.938,0.36,92.557,0.67,93.126,0.61,93.919,0.85,94.918,1.06,95.342,0.45,95.691,0.37,95.971,0.29,96.054,0.09,96.347,0.31,96.655,0.32,97.013,0.37,97.412,0.41,97.757,0.35,98.078,0.33,98.274,0.2,98.798,0.53,99.05,0.25,99.191,0.14,99.199,0.01,99.272,0.07,99.391,0.12,99.61,0.22,99.688,0.08,99.731,0.04,99.826,0.1,99.857,0.03,99.858,0,99.899,0.04,100,0.1,99.909,-0.09,99.861,-0.05,99.952,0.09,99.945,-0.01,99.768,-0.18,99.61,-0.16,99.263,-0.35,98.844,-0.42,98.139,-0.71,97.436,-0.72,96.44,-1.02,95.482,-0.99,94.46,-1.07,93.433,-1.09,92.834,-0.64,92.49,-0.37,91.878,-0.66,91.155,-0.79,90.484,-0.74,90.305,-0.2,90.283,-0.02,90.486,0.22,90.952,0.52,91.275,0.35,91.597,0.35,91.412,-0.2,91.736,0.36,92.505,0.84,93.168,0.72,93.237,0.07,93.44,0.22,93.561,0.13,94.487,0.99,96.089,1.7,97.899,1.88,99.526,1.66,100.619,1.1
,동구,,,91.298,0.15,91.763,0.51,92.45,0.75,93.586,1.23,94.733,1.23,95.639,0.96,96.183,0.57,96.325,0.15,96.544,0.23,96.864,0.33,96.876,0.01,96.648,-0.24,96.748,0.1,96.792,0.05,96.894,0.11,97.111,0.22,97.437,0.34,97.689,0.26,97.947,0.26,98.24,0.3,98.305,0.07,98.469,0.17,98.577,0.11,98.655,0.08,98.672,0.02,98.686,0.01,98.741,0.06,98.895,0.16,98.995,0.1,99.133,0.14,99.254,0.12,99.414,0.16,99.621,0.21,99.822,0.2,100,0.18,99.856,-0.14,99.854,0,99.876,0.02,99.845,-0.03,99.769,-0.08,99.631,-0.14,99.441,-0.19,99.178,-0.26,99.128,-0.05,99.128,0,99.128,0,99.011,-0.12,98.999,-0.01,98.975,-0.02,98.849,-0.13,98.634,-0.22,98.474,-0.16,98.367,-0.11,98.216,-0.15,98.189,-0.03,98.121,-0.07,98.188,0.07,98.189,0,98.191,0,98.211,0.02,98.058,-0.16,97.669,-0.4,97.459,-0.22,97.745,0.29,98.07,0.33,98.123,0.05,98.031,-0.09,97.959,-0.07,98.148,0.19,98.844,0.71,99.562,0.73,99.948,0.39
,남구,,,89.591,0.17,89.88,0.32,90.605,0.81,92.22,1.78,93.073,0.92,93.476,0.43,93.875,0.43,94.057,0.19,94.323,0.28,94.597,0.29,94.891,0.31,95.439,0.58,95.561,0.13,95.702,0.15,95.843,0.15,96.263,0.44,96.529,0.28,97.119,0.61,97.267,0.15,97.488,0.23,97.662,0.18,97.844,0.19,98.057,0.22,98.114,0.06,98.133,0.02,98.142,0.01,98.176,0.03,98.266,0.09,98.335,0.07,98.468,0.14,98.626,0.16,99.088,0.47,99.481,0.4,99.695,0.22,100,0.31,100.088,0.09,100.332,0.24,100.397,0.06,100.329,-0.07,100.277,-0.05,100.178,-0.1,100.082,-0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
